variant,model,seed,event,lead_h,mse
raw,ASYM,8202,2024-09-27,3,0.002164005230084449
raw,ASYM,8202,2024-09-27,4,0.0030721018973318658
raw,ASYM,8202,2024-09-27,5,0.004365503123033852
raw,ASYM,8202,2024-09-27,6,0.005105922135065849
raw,ASYM,8202,2024-09-27,7,0.005676763866077916
raw,ASYM,8202,2024-09-27,8,0.006433777541700281
raw,ASYM,8202,2024-09-27,9,0.007468771501513274
raw,ASYM,8202,2024-09-27,10,0.0080443461299156
raw,ASYM,8202,2024-09-27,11,0.008760439821107162
raw,ASYM,8202,2024-09-27,12,0.009351222466973595
raw,ASYM,8202,2024-09-27,13,0.00969812488582755
raw,ASYM,8202,2024-09-27,14,0.010134158964916415
raw,ASYM,8202,2024-09-27,15,0.0110186278658072
raw,ASYM,8202,2024-09-27,16,0.011366552647264602
raw,ASYM,8202,2024-09-27,17,0.01193409613253746
raw,ASYM,8202,2024-09-27,18,0.012507003802258183
raw,ASYM,8202,2024-09-27,19,0.012763021449207997
raw,ASYM,8202,2024-09-27,20,0.013178437283036458
raw,ASYM,8202,2024-09-27,21,0.014093509725620033
raw,ASYM,8202,2024-09-27,22,0.014581495840729642
raw,ASYM,8202,2024-09-27,23,0.01545362659046478
raw,ASYM,8202,2024-09-27,24,0.016029476668902237
raw,ASYM,8203,2024-01-09,1,0.00011535768452696746
raw,ASYM,8203,2024-01-09,2,0.00020793841382485734
raw,ASYM,8203,2024-01-09,3,0.0002637160553633077
raw,ASYM,8203,2024-01-09,4,0.00045905423242861425
raw,ASYM,8203,2024-01-09,5,0.00048279475198166236
raw,ASYM,8203,2024-01-09,6,0.0005583137174107606
raw,ASYM,8203,2024-01-09,7,0.000540340155941991
raw,ASYM,8203,2024-01-09,8,0.0006302066368291898
raw,ASYM,8203,2024-01-09,9,0.0006428953168115118
raw,ASYM,8203,2024-01-09,10,0.0008459885413332994
raw,ASYM,8203,2024-01-09,11,0.0008745377449447603
raw,ASYM,8203,2024-01-09,12,0.0009250295440646019
raw,ASYM,8203,2024-01-09,13,0.0008824275409995556
raw,ASYM,8203,2024-01-09,14,0.0010108505557036595
raw,ASYM,8203,2024-01-09,15,0.000999400009349422
raw,ASYM,8203,2024-01-09,16,0.0012115015672233395
raw,ASYM,8203,2024-01-09,17,0.0012309440558352903
raw,ASYM,8203,2024-01-09,18,0.0012749251030968764
raw,ASYM,8203,2024-01-09,19,0.0012030441364224986
raw,ASYM,8203,2024-01-09,20,0.001255313338400732
raw,ASYM,8203,2024-01-09,21,0.0012215625826170926
raw,ASYM,8203,2024-01-09,22,0.0014261715473384202
raw,ASYM,8203,2024-01-09,23,0.001368903807099584
raw,ASYM,8203,2024-01-09,24,0.0014052305521210064
raw,ASYM,8203,2024-01-12,1,4.975446428965554e-05
raw,ASYM,8203,2024-01-12,2,0.00011169088748758784
raw,ASYM,8203,2024-01-12,3,0.00017171287751020016
raw,ASYM,8203,2024-01-12,4,0.0002454356094557222
raw,ASYM,8203,2024-01-12,5,0.0002734825409499812
raw,ASYM,8203,2024-01-12,6,0.00028237576092698816
raw,ASYM,8203,2024-01-12,7,0.00028843618866805377
raw,ASYM,8203,2024-01-12,8,0.00034087041111333755
raw,ASYM,8203,2024-01-12,9,0.0003710002925329246
raw,ASYM,8203,2024-01-12,10,0.0004272304218970634
raw,ASYM,8203,2024-01-12,11,0.0004295141923888019
raw,ASYM,8203,2024-01-12,12,0.00043236420782275984
raw,ASYM,8203,2024-01-12,13,0.0004215812411681172
raw,ASYM,8203,2024-01-12,14,0.00047468841455046873
raw,ASYM,8203,2024-01-12,15,0.0004970533403401577
raw,ASYM,8203,2024-01-12,16,0.0005632158130113357
raw,ASYM,8203,2024-01-12,17,0.0005503807080480148
raw,ASYM,8203,2024-01-12,18,0.0005563844765418923
raw,ASYM,8203,2024-01-12,19,0.0005705363364369054
raw,ASYM,8203,2024-01-12,20,0.0005906150179990021
raw,ASYM,8203,2024-01-12,21,0.000604607222462745
raw,ASYM,8203,2024-01-12,22,0.00068113748588042
raw,ASYM,8203,2024-01-12,23,0.0006726694186607786
raw,ASYM,8203,2024-01-12,24,0.0006770949169334512
raw,ASYM,8203,2024-05-08,1,0.00011016679848024948
raw,ASYM,8203,2024-05-08,2,0.00012876293210663288
raw,ASYM,8203,2024-05-08,3,0.0001571580123241326
raw,ASYM,8203,2024-05-08,4,0.00016992889874386532
raw,ASYM,8203,2024-05-08,5,0.00015759432779420342
raw,ASYM,8203,2024-05-08,6,0.00019955655457352866
raw,ASYM,8203,2024-05-08,7,0.00027022782503870847
raw,ASYM,8203,2024-05-08,8,0.00022137943129789647
raw,ASYM,8203,2024-05-08,9,0.0002472323101193444
raw,ASYM,8203,2024-05-08,10,0.0002522106753384108
raw,ASYM,8203,2024-05-08,11,0.00024143279068440744
raw,ASYM,8203,2024-05-08,12,0.00028253453424545346
raw,ASYM,8203,2024-05-08,13,0.00035258551904664083
raw,ASYM,8203,2024-05-08,14,0.00031041957662858135
raw,ASYM,8203,2024-05-08,15,0.0003391540844169423
raw,ASYM,8203,2024-05-08,16,0.0003374277657621918
raw,ASYM,8203,2024-05-08,17,0.00032687526412964943
raw,ASYM,8203,2024-05-08,18,0.00037310400425288876
raw,ASYM,8203,2024-05-08,19,0.0004326561617877006
raw,ASYM,8203,2024-05-08,20,0.00038406905328123154
raw,ASYM,8203,2024-05-08,21,0.00039335166937068866
raw,ASYM,8203,2024-05-08,22,0.0003695222975271394
raw,ASYM,8203,2024-05-08,23,0.00033840876576227423
raw,ASYM,8203,2024-05-08,24,0.00036436370655996975
raw,ASYM,8203,2024-05-26,1,0.0003515760454751747
raw,ASYM,8203,2024-05-26,2,0.0008498592758915688
raw,ASYM,8203,2024-05-26,3,0.001258654744218133
raw,ASYM,8203,2024-05-26,4,0.0017011953828211031
raw,ASYM,8203,2024-05-26,5,0.002059888249055099
raw,ASYM,8203,2024-05-26,6,0.0021824404249188405
raw,ASYM,8203,2024-05-26,7,0.002267659458076343
raw,ASYM,8203,2024-05-26,8,0.0026227111632550508
raw,ASYM,8203,2024-05-26,9,0.0028359148312796095
raw,ASYM,8203,2024-05-26,10,0.0031731765779164003
raw,ASYM,8203,2024-05-26,11,0.003470770217927348
raw,ASYM,8203,2024-05-26,12,0.0035349152417109946
raw,ASYM,8203,2024-05-26,13,0.003525748198890753
raw,ASYM,8203,2024-05-26,14,0.003738303982246426
raw,ASYM,8203,2024-05-26,15,0.003905456161270931
raw,ASYM,8203,2024-05-26,16,0.004244756328482587
raw,ASYM,8203,2024-05-26,17,0.004493326997852319
raw,ASYM,8203,2024-05-26,18,0.004541468821207208
raw,ASYM,8203,2024-05-26,19,0.004513140627572644
raw,ASYM,8203,2024-05-26,20,0.004512346760865791
raw,ASYM,8203,2024-05-26,21,0.004656635762234121
raw,ASYM,8203,2024-05-26,22,0.004964842901539085
raw,ASYM,8203,2024-05-26,23,0.005178398112944442
raw,ASYM,8203,2024-05-26,24,0.005186241718143226
raw,ASYM,8203,2024-06-26,1,8.202692696941814e-05
raw,ASYM,8203,2024-06-26,2,0.00010366373401846657
raw,ASYM,8203,2024-06-26,3,7.257214629797692e-05
raw,ASYM,8203,2024-06-26,4,9.783616996275469e-05
raw,ASYM,8203,2024-06-26,5,0.0002081492341878778
raw,ASYM,8203,2024-06-26,6,0.0002598976168299991
raw,ASYM,8203,2024-06-26,7,0.00017600330688649575
raw,ASYM,8203,2024-06-26,8,0.00020727475649528156
raw,ASYM,8203,2024-06-26,9,0.00023115123260321465
raw,ASYM,8203,2024-06-26,10,0.00023221153907856514
raw,ASYM,8203,2024-06-26,11,0.00024673643172518317
raw,ASYM,8203,2024-06-26,12,0.00033656143578926186
raw,ASYM,8203,2024-06-26,13,0.00023905409283521488
raw,ASYM,8203,2024-06-26,14,0.0002610519637335701
raw,ASYM,8203,2024-06-26,15,0.0002853662102658853
raw,ASYM,8203,2024-06-26,16,0.0002699454208530866
raw,ASYM,8203,2024-06-26,17,0.0002778141343462346
raw,ASYM,8203,2024-06-26,18,0.0003774111141665502
raw,ASYM,8203,2024-06-26,19,0.0002785960026121714
raw,ASYM,8203,2024-06-26,20,0.000295122768210064
raw,ASYM,8203,2024-06-26,21,0.00031435820061030407
raw,ASYM,8203,2024-06-26,22,0.00029767525694487506
raw,ASYM,8203,2024-06-26,23,0.0003005978247347352
raw,ASYM,8203,2024-06-26,24,0.00040130984238095365
raw,ASYM,8203,2024-09-27,1,0.0004164811055711657
raw,ASYM,8203,2024-09-27,2,0.0011796518314998866
raw,ASYM,8203,2024-09-27,3,0.001956455510932112
raw,ASYM,8203,2024-09-27,4,0.002674029497490813
raw,ASYM,8203,2024-09-27,5,0.003761553456785207
raw,ASYM,8203,2024-09-27,6,0.004278422293379198
raw,ASYM,8203,2024-09-27,7,0.00470996590012523
raw,ASYM,8203,2024-09-27,8,0.005329789495530215
raw,ASYM,8203,2024-09-27,9,0.006187602551752916
raw,ASYM,8203,2024-09-27,10,0.0065907067743551625
raw,ASYM,8203,2024-09-27,11,0.007134012334204248
raw,ASYM,8203,2024-09-27,12,0.007638758348583673
raw,ASYM,8203,2024-09-27,13,0.007986485174568384
raw,ASYM,8203,2024-09-27,14,0.008437355777656034
raw,ASYM,8203,2024-09-27,15,0.009206011221900288
raw,ASYM,8203,2024-09-27,16,0.009700310197797558
raw,ASYM,8203,2024-09-27,17,0.010346193207871985
raw,ASYM,8203,2024-09-27,18,0.011054154592314042
raw,ASYM,8203,2024-09-27,19,0.011312670521999645
raw,ASYM,8203,2024-09-27,20,0.011759044133115463
raw,ASYM,8203,2024-09-27,21,0.012556557037410139
raw,ASYM,8203,2024-09-27,22,0.01307458564311951
raw,ASYM,8203,2024-09-27,23,0.013862056705414592
raw,ASYM,8203,2024-09-27,24,0.01448600796610978
raw,ASYM,8204,2024-01-09,1,0.00011737719899825769
raw,ASYM,8204,2024-01-09,2,0.00021253226424565759
raw,ASYM,8204,2024-01-09,3,0.00026939539724586974
raw,ASYM,8204,2024-01-09,4,0.00047340919102307897
raw,ASYM,8204,2024-01-09,5,0.0004935964230479079
raw,ASYM,8204,2024-01-09,6,0.0005601584323904773
raw,ASYM,8204,2024-01-09,7,0.0004998052084979711
raw,ASYM,8204,2024-01-09,8,0.0005655818550968808
raw,ASYM,8204,2024-01-09,9,0.0005647875401902996
raw,ASYM,8204,2024-01-09,10,0.0007524686482335783
raw,ASYM,8204,2024-01-09,11,0.0007679223469064293
raw,ASYM,8204,2024-01-09,12,0.0008045517289277139
raw,ASYM,8204,2024-01-09,13,0.0007475664090603152
raw,ASYM,8204,2024-01-09,14,0.0008718424826592579
raw,ASYM,8204,2024-01-09,15,0.0008539786938083373
raw,ASYM,8204,2024-01-09,16,0.0010547804876156956
raw,ASYM,8204,2024-01-09,17,0.0010722195995852292
raw,ASYM,8204,2024-01-09,18,0.001103482394310668
raw,ASYM,8204,2024-01-09,19,0.0010348333615024302
raw,ASYM,8204,2024-01-09,20,0.0010698763479661953
raw,ASYM,8204,2024-01-09,21,0.001034016680021002
raw,ASYM,8204,2024-01-09,22,0.0012276035025237625
raw,ASYM,8204,2024-01-09,23,0.0011684229913422046
raw,ASYM,8204,2024-01-09,24,0.001203198378188133
raw,ASYM,8204,2024-01-12,1,5.180301017450018e-05
raw,ASYM,8204,2024-01-12,2,0.00011549138180559476
raw,ASYM,8204,2024-01-12,3,0.00017948089475640052
raw,ASYM,8204,2024-01-12,4,0.0002592252865756281
raw,ASYM,8204,2024-01-12,5,0.00030143543073967387
raw,ASYM,8204,2024-01-12,6,0.00031600685716634053
raw,ASYM,8204,2024-01-12,7,0.0003342265160874052
raw,ASYM,8204,2024-01-12,8,0.00039622133274012206
raw,ASYM,8204,2024-01-12,9,0.0004346454220614053
raw,ASYM,8204,2024-01-12,10,0.0005066192883027865
raw,ASYM,8204,2024-01-12,11,0.0005328626353868446
raw,ASYM,8204,2024-01-12,12,0.0005428172037445704
raw,ASYM,8204,2024-01-12,13,0.0005408161767574957
raw,ASYM,8204,2024-01-12,14,0.0006146611682905483
raw,ASYM,8204,2024-01-12,15,0.0006510850805561763
raw,ASYM,8204,2024-01-12,16,0.0007338720799810445
raw,ASYM,8204,2024-01-12,17,0.0007383596669762929
raw,ASYM,8204,2024-01-12,18,0.0007462939908961371
raw,ASYM,8204,2024-01-12,19,0.0007744344718635123
raw,ASYM,8204,2024-01-12,20,0.0008293309923717653
raw,ASYM,8204,2024-01-12,21,0.0008565475010937954
raw,ASYM,8204,2024-01-12,22,0.0009511430512858199
raw,ASYM,8204,2024-01-12,23,0.0009526077080080083
raw,ASYM,8204,2024-01-12,24,0.000969079895267946
raw,ASYM,8204,2024-05-08,1,0.00011032468492080556
raw,ASYM,8204,2024-05-08,2,0.00013104461341870933
raw,ASYM,8204,2024-05-08,3,0.0001617640210268315
raw,ASYM,8204,2024-05-08,4,0.0001763325670680455
raw,ASYM,8204,2024-05-08,5,0.00016523829036952858
raw,ASYM,8204,2024-05-08,6,0.00021480369450640622
raw,ASYM,8204,2024-05-08,7,0.0002778997176105417
raw,ASYM,8204,2024-05-08,8,0.00022865155700014993
raw,ASYM,8204,2024-05-08,9,0.0002550259334172204
raw,ASYM,8204,2024-05-08,10,0.0002596070809200393
raw,ASYM,8204,2024-05-08,11,0.00024003727381581314
raw,ASYM,8204,2024-05-08,12,0.000283810211126486
raw,ASYM,8204,2024-05-08,13,0.00034436727879986746
raw,ASYM,8204,2024-05-08,14,0.00030168536589549863
raw,ASYM,8204,2024-05-08,15,0.00032732940782745134
raw,ASYM,8204,2024-05-08,16,0.00032262633071428415
raw,ASYM,8204,2024-05-08,17,0.0003046475597034484
raw,ASYM,8204,2024-05-08,18,0.00035215899316241167
raw,ASYM,8204,2024-05-08,19,0.0004094909396146962
raw,ASYM,8204,2024-05-08,20,0.0003640840935194514
raw,ASYM,8204,2024-05-08,21,0.00038009565920094914
raw,ASYM,8204,2024-05-08,22,0.00036487066209657423
raw,ASYM,8204,2024-05-08,23,0.00034027154266794477
raw,ASYM,8204,2024-05-08,24,0.0003674097056462293
raw,ASYM,8204,2024-05-26,1,0.00031557164408463107
raw,ASYM,8204,2024-05-26,2,0.0007716088557638754
raw,ASYM,8204,2024-05-26,3,0.0011611796164233434
raw,ASYM,8204,2024-05-26,4,0.0015743472792185298
raw,ASYM,8204,2024-05-26,5,0.0019092924355910185
raw,ASYM,8204,2024-05-26,6,0.0019884316272404425
raw,ASYM,8204,2024-05-26,7,0.002061499083199658
raw,ASYM,8204,2024-05-26,8,0.0024072742665165806
raw,ASYM,8204,2024-05-26,9,0.0026240662483858978
raw,ASYM,8204,2024-05-26,10,0.0029376165738217714
raw,ASYM,8204,2024-05-26,11,0.003190912306454536
raw,ASYM,8204,2024-05-26,12,0.0031582138242206128
raw,ASYM,8204,2024-05-26,13,0.0031724674102015815
raw,ASYM,8204,2024-05-26,14,0.0034184160298921015
raw,ASYM,8204,2024-05-26,15,0.0035897011181574147
raw,ASYM,8204,2024-05-26,16,0.003902316519439164
raw,ASYM,8204,2024-05-26,17,0.004156458881329246
raw,ASYM,8204,2024-05-26,18,0.004178454527366791
raw,ASYM,8204,2024-05-26,19,0.004143260963082392
raw,ASYM,8204,2024-05-26,20,0.0042427974504600325
raw,ASYM,8204,2024-05-26,21,0.004414115891481084
raw,ASYM,8204,2024-05-26,22,0.004730738889123067
raw,ASYM,8204,2024-05-26,23,0.004952102538895191
raw,ASYM,8204,2024-05-26,24,0.004943781409424419
raw,ASYM,8204,2024-06-26,1,9.130980184207001e-05
raw,ASYM,8204,2024-06-26,2,0.00011806904298748241
raw,ASYM,8204,2024-06-26,3,8.024084327556635e-05
raw,ASYM,8204,2024-06-26,4,0.00011242406880090248
raw,ASYM,8204,2024-06-26,5,0.0002454574961297604
raw,ASYM,8204,2024-06-26,6,0.0002794499167296652
raw,ASYM,8204,2024-06-26,7,0.0001977904975974835
raw,ASYM,8204,2024-06-26,8,0.00023152286387935028
raw,ASYM,8204,2024-06-26,9,0.0002554366255056164
raw,ASYM,8204,2024-06-26,10,0.00026310044837271916
raw,ASYM,8204,2024-06-26,11,0.0002774837911865222
raw,ASYM,8204,2024-06-26,12,0.00036475179316403935
raw,ASYM,8204,2024-06-26,13,0.00026534193905826533
raw,ASYM,8204,2024-06-26,14,0.00028653060907999907
raw,ASYM,8204,2024-06-26,15,0.0003106933613406563
raw,ASYM,8204,2024-06-26,16,0.0002942693903615844
raw,ASYM,8204,2024-06-26,17,0.0003004068844395549
raw,ASYM,8204,2024-06-26,18,0.0004014716501706247
raw,ASYM,8204,2024-06-26,19,0.00030207536214510737
raw,ASYM,8204,2024-06-26,20,0.00031912343483533526
raw,ASYM,8204,2024-06-26,21,0.00033624337582117904
raw,ASYM,8204,2024-06-26,22,0.000320746609779294
raw,ASYM,8204,2024-06-26,23,0.000323271465210703
raw,ASYM,8204,2024-06-26,24,0.0004243075219148182
raw,ASYM,8204,2024-09-27,1,0.00043196929147947737
raw,ASYM,8204,2024-09-27,2,0.0012136402533559102
raw,ASYM,8204,2024-09-27,3,0.0019719773596867133
raw,ASYM,8204,2024-09-27,4,0.0027412884584422483
raw,ASYM,8204,2024-09-27,5,0.0038242933220678788
raw,ASYM,8204,2024-09-27,6,0.00441005889873386
raw,ASYM,8204,2024-09-27,7,0.004950080308341451
raw,ASYM,8204,2024-09-27,8,0.005675380433856334
raw,ASYM,8204,2024-09-27,9,0.006601681408595191
raw,ASYM,8204,2024-09-27,10,0.007116752825669707
raw,ASYM,8204,2024-09-27,11,0.007753017352823643
raw,ASYM,8204,2024-09-27,12,0.008307393954823846
raw,ASYM,8204,2024-09-27,13,0.008706681030349687
raw,ASYM,8204,2024-09-27,14,0.009257765698234853
raw,ASYM,8204,2024-09-27,15,0.010148933879102276
raw,ASYM,8204,2024-09-27,16,0.010559594533345486
raw,ASYM,8204,2024-09-27,17,0.01120694806448151
raw,ASYM,8204,2024-09-27,18,0.011860487637836889
raw,ASYM,8204,2024-09-27,19,0.012203347383649924
raw,ASYM,8204,2024-09-27,20,0.012714779928522836
raw,ASYM,8204,2024-09-27,21,0.013517464036270918
raw,ASYM,8204,2024-09-27,22,0.014022961766851775
raw,ASYM,8204,2024-09-27,23,0.014720992638527955
raw,ASYM,8204,2024-09-27,24,0.01532607309824204
raw,ASYM,8205,2024-01-09,1,0.00011534110138185386
raw,ASYM,8205,2024-01-09,2,0.0002090891637301478
raw,ASYM,8205,2024-01-09,3,0.00026434121895684806
raw,ASYM,8205,2024-01-09,4,0.0004638610251510277
raw,ASYM,8205,2024-01-09,5,0.00048101136262751227
raw,ASYM,8205,2024-01-09,6,0.000545675409147084
raw,ASYM,8205,2024-01-09,7,0.0004966788293135412
raw,ASYM,8205,2024-01-09,8,0.0005708515211409707
raw,ASYM,8205,2024-01-09,9,0.0005752992116295735
raw,ASYM,8205,2024-01-09,10,0.0007674505457459621
raw,ASYM,8205,2024-01-09,11,0.0007853773344271878
raw,ASYM,8205,2024-01-09,12,0.0008209224149459937
raw,ASYM,8205,2024-01-09,13,0.0007620300284552019
raw,ASYM,8205,2024-01-09,14,0.0008843238085429116
raw,ASYM,8205,2024-01-09,15,0.0008672107215338525
raw,ASYM,8205,2024-01-09,16,0.0010690791509130992
raw,ASYM,8205,2024-01-09,17,0.0010876767496931685
raw,ASYM,8205,2024-01-09,18,0.00112206005634572
raw,ASYM,8205,2024-01-09,19,0.0010446255929724118
raw,ASYM,8205,2024-01-09,20,0.0010782313112491116
raw,ASYM,8205,2024-01-09,21,0.0010423497055350643
raw,ASYM,8205,2024-01-09,22,0.001236457021580444
raw,ASYM,8205,2024-01-09,23,0.0011827265508693638
raw,ASYM,8205,2024-01-09,24,0.0012075907082776708
raw,ASYM,8205,2024-01-12,1,4.974707149609837e-05
raw,ASYM,8205,2024-01-12,2,0.0001142823688854394
raw,ASYM,8205,2024-01-12,3,0.0001753543305605745
raw,ASYM,8205,2024-01-12,4,0.0002469073705079468
raw,ASYM,8205,2024-01-12,5,0.00027175478250407
raw,ASYM,8205,2024-01-12,6,0.0002798597048351344
raw,ASYM,8205,2024-01-12,7,0.0002859374964612251
raw,ASYM,8205,2024-01-12,8,0.0003474507252887728
raw,ASYM,8205,2024-01-12,9,0.0003773838333810547
raw,ASYM,8205,2024-01-12,10,0.00043005714102105027
raw,ASYM,8205,2024-01-12,11,0.0004153778049068441
raw,ASYM,8205,2024-01-12,12,0.0004105990319020943
raw,ASYM,8205,2024-01-12,13,0.00038704845963257947
raw,ASYM,8205,2024-01-12,14,0.0004531517080096992
raw,ASYM,8205,2024-01-12,15,0.00046566130695979973
raw,ASYM,8205,2024-01-12,16,0.0005161817781858489
raw,ASYM,8205,2024-01-12,17,0.0004834055761420132
raw,ASYM,8205,2024-01-12,18,0.00047599093383601386
raw,ASYM,8205,2024-01-12,19,0.00048544524072834257
raw,ASYM,8205,2024-01-12,20,0.0005277273991305101
raw,ASYM,8205,2024-01-12,21,0.0005339722155615115
raw,ASYM,8205,2024-01-12,22,0.0006040754451943271
raw,ASYM,8205,2024-01-12,23,0.0005808388192351906
raw,ASYM,8205,2024-01-12,24,0.000578156390341451
raw,ASYM,8205,2024-05-08,1,0.000110502295785349
raw,ASYM,8205,2024-05-08,2,0.00012917150887309725
raw,ASYM,8205,2024-05-08,3,0.00015863006838775088
raw,ASYM,8205,2024-05-08,4,0.00017262261499659994
raw,ASYM,8205,2024-05-08,5,0.00016100313145695134
raw,ASYM,8205,2024-05-08,6,0.00020729065141952675
raw,ASYM,8205,2024-05-08,7,0.0002726701534774531
raw,ASYM,8205,2024-05-08,8,0.00022682168547410422
raw,ASYM,8205,2024-05-08,9,0.000253222531460034
raw,ASYM,8205,2024-05-08,10,0.0002597939592850845
raw,ASYM,8205,2024-05-08,11,0.0002461149880528072
raw,ASYM,8205,2024-05-08,12,0.0002925415624911923
raw,ASYM,8205,2024-05-08,13,0.0003618985920759879
raw,ASYM,8205,2024-05-08,14,0.0003230377487713814
raw,ASYM,8205,2024-05-08,15,0.0003505601134179452
raw,ASYM,8205,2024-05-08,16,0.00034341916806153493
raw,ASYM,8205,2024-05-08,17,0.00032349477352859693
raw,ASYM,8205,2024-05-08,18,0.00036737185021576386
raw,ASYM,8205,2024-05-08,19,0.00042929849724773425
raw,ASYM,8205,2024-05-08,20,0.0003829356201427514
raw,ASYM,8205,2024-05-08,21,0.0004017519746620895
raw,ASYM,8205,2024-05-08,22,0.00038872450604819105
raw,ASYM,8205,2024-05-08,23,0.00036108309319224325
raw,ASYM,8205,2024-05-08,24,0.0003950257839660013
raw,ASYM,8205,2024-05-26,1,0.00032171474956963473
raw,ASYM,8205,2024-05-26,2,0.000790541795743468
raw,ASYM,8205,2024-05-26,3,0.0011937861933054928
raw,ASYM,8205,2024-05-26,4,0.001633775832437831
raw,ASYM,8205,2024-05-26,5,0.001984961835977418
raw,ASYM,8205,2024-05-26,6,0.002087936124525568
raw,ASYM,8205,2024-05-26,7,0.002172595448247868
raw,ASYM,8205,2024-05-26,8,0.0025246259437623434
raw,ASYM,8205,2024-05-26,9,0.002762649252567518
raw,ASYM,8205,2024-05-26,10,0.0031103134524260354
raw,ASYM,8205,2024-05-26,11,0.003396279074368582
raw,ASYM,8205,2024-05-26,12,0.00341463638498877
raw,ASYM,8205,2024-05-26,13,0.0034144965529761028
raw,ASYM,8205,2024-05-26,14,0.0036384401016000974
raw,ASYM,8205,2024-05-26,15,0.003801235265739607
raw,ASYM,8205,2024-05-26,16,0.004140069580974733
raw,ASYM,8205,2024-05-26,17,0.004378555726336635
raw,ASYM,8205,2024-05-26,18,0.004430318948533324
raw,ASYM,8205,2024-05-26,19,0.004386585258228601
raw,ASYM,8205,2024-05-26,20,0.004387367404164678
raw,ASYM,8205,2024-05-26,21,0.004527389252532584
raw,ASYM,8205,2024-05-26,22,0.004841772300977401
raw,ASYM,8205,2024-05-26,23,0.005043348198924983
raw,ASYM,8205,2024-05-26,24,0.005064015412719091
raw,ASYM,8205,2024-06-26,1,8.104714545070405e-05
raw,ASYM,8205,2024-06-26,2,0.00010414744536903473
raw,ASYM,8205,2024-06-26,3,8.096309320844775e-05
raw,ASYM,8205,2024-06-26,4,0.0001082477931765416
raw,ASYM,8205,2024-06-26,5,0.00021713963356199655
raw,ASYM,8205,2024-06-26,6,0.00026531518367789507
raw,ASYM,8205,2024-06-26,7,0.00018132789777218123
raw,ASYM,8205,2024-06-26,8,0.00021105220414803296
raw,ASYM,8205,2024-06-26,9,0.0002354889860173255
raw,ASYM,8205,2024-06-26,10,0.00023371474761819046
raw,ASYM,8205,2024-06-26,11,0.0002494783518258979
raw,ASYM,8205,2024-06-26,12,0.0003402886164693258
raw,ASYM,8205,2024-06-26,13,0.00024263620406869224
raw,ASYM,8205,2024-06-26,14,0.0002624639219695367
raw,ASYM,8205,2024-06-26,15,0.0002867312554104057
raw,ASYM,8205,2024-06-26,16,0.00027320329460445267
raw,ASYM,8205,2024-06-26,17,0.0002792795021481832
raw,ASYM,8205,2024-06-26,18,0.0003846781121373243
raw,ASYM,8205,2024-06-26,19,0.00028438495892053254
raw,ASYM,8205,2024-06-26,20,0.00030148049975652465
raw,ASYM,8205,2024-06-26,21,0.00032036826311067536
raw,ASYM,8205,2024-06-26,22,0.0003043294436699019
raw,ASYM,8205,2024-06-26,23,0.00030692357514907194
raw,ASYM,8205,2024-06-26,24,0.00040898427934895395
raw,ASYM,8205,2024-09-27,1,0.0004303395542827813
raw,ASYM,8205,2024-09-27,2,0.0012040096607712513
raw,ASYM,8205,2024-09-27,3,0.0019470311346357115
raw,ASYM,8205,2024-09-27,4,0.002659517374525781
raw,ASYM,8205,2024-09-27,5,0.0038149799206625788
raw,ASYM,8205,2024-09-27,6,0.004413211210542972
raw,ASYM,8205,2024-09-27,7,0.004972941869339077
raw,ASYM,8205,2024-09-27,8,0.005676054265247638
raw,ASYM,8205,2024-09-27,9,0.006573472618033018
raw,ASYM,8205,2024-09-27,10,0.007044587664797452
raw,ASYM,8205,2024-09-27,11,0.007728005749517618
raw,ASYM,8205,2024-09-27,12,0.00819634634181579
raw,ASYM,8205,2024-09-27,13,0.008549757215507396
raw,ASYM,8205,2024-09-27,14,0.008983514830847604
raw,ASYM,8205,2024-09-27,15,0.009712976122999569
raw,ASYM,8205,2024-09-27,16,0.010124238027037501
raw,ASYM,8205,2024-09-27,17,0.010769073350234819
raw,ASYM,8205,2024-09-27,18,0.011357990170135049
raw,ASYM,8205,2024-09-27,19,0.011629453758174178
raw,ASYM,8205,2024-09-27,20,0.012022778913474733
raw,ASYM,8205,2024-09-27,21,0.012830353359803346
raw,ASYM,8205,2024-09-27,22,0.013293572802570658
raw,ASYM,8205,2024-09-27,23,0.014097671486589457
raw,ASYM,8205,2024-09-27,24,0.014655061733360683
output_clip_01,NET,8201,2024-01-09,1,0.00022608532550778905
output_clip_01,NET,8201,2024-01-09,2,0.0003357655336250345
output_clip_01,NET,8201,2024-01-09,3,0.0004054254805820094
output_clip_01,NET,8201,2024-01-09,4,0.0006117455751092973
output_clip_01,NET,8201,2024-01-09,5,0.0006381648073789319
output_clip_01,NET,8201,2024-01-09,6,0.0006855840808826458
output_clip_01,NET,8201,2024-01-09,7,0.0006333933305347224
output_clip_01,NET,8201,2024-01-09,8,0.0007206124282249628
output_clip_01,NET,8201,2024-01-09,9,0.0007572677263262361
output_clip_01,NET,8201,2024-01-09,10,0.0009760960978063226
output_clip_01,NET,8201,2024-01-09,11,0.0010735245550206466
output_clip_01,NET,8201,2024-01-09,12,0.0011760026088324345
output_clip_01,NET,8201,2024-01-09,13,0.0012281008299548156
output_clip_01,NET,8201,2024-01-09,14,0.0013878486680215896
output_clip_01,NET,8201,2024-01-09,15,0.0014273433161054278
