event,fips,delta_path_seed_mean,n_origins
2024-01-12,55131,7.815562904637185e-05,21
2024-01-12,55135,2.5653995727522665e-05,21
2024-01-12,55137,1.6887919138407626e-05,21
2024-01-12,55139,9.778156173689019e-05,21
2024-05-08,05001,9.84396347908411e-05,21
2024-05-08,05007,0.0007651220645918175,21
2024-05-08,05031,9.932968966612397e-05,21
2024-05-08,05051,0.0004686267529950001,21
2024-05-08,05077,0.0006407086023215745,21
2024-05-08,05085,0.0004656959323938865,21
2024-05-08,05119,0.00024871031630840527,21
2024-05-08,17043,0.0002716952580936072,21
2024-05-08,17055,0.0004969006801318522,21
2024-05-08,17077,0.00018857098506359178,21
2024-05-08,17085,9.137505695558365e-05,21
2024-05-08,17087,-2.0326812716817654e-05,21
2024-05-08,17089,0.00020431765902686837,21
2024-05-08,17127,0.00013864132276202886,21
2024-05-08,17145,0.0001520385525974905,21
2024-05-08,17157,-8.873173560584912e-06,21
2024-05-08,17163,-1.0985826300486534e-05,21
2024-05-08,17165,0.00011392574923092374,21
2024-05-08,17189,8.342227574612257e-05,21
2024-05-08,18013,8.769678214740376e-05,21
2024-05-08,18019,4.3982619709486364e-05,21
2024-05-08,18025,9.527396057109929e-05,21
2024-05-08,18029,0.0001703086650071217,21
2024-05-08,18041,7.254581110455097e-05,21
2024-05-08,18079,6.132621533500284e-05,21
2024-05-08,18105,7.919313854246271e-05,21
2024-05-08,18135,3.853507072136695e-05,21
2024-05-08,18137,9.969479319107201e-05,21
2024-05-08,18139,5.0786569240286375e-05,21
2024-05-08,18145,7.298429221269177e-05,21
2024-05-08,18177,4.358539476259472e-05,21
2024-05-08,21001,0.00020935202096457545,21
2024-05-08,21009,0.00035154685652884167,21
2024-05-08,21031,1.6962396628514623e-05,21
2024-05-08,21035,5.5302676983240645e-05,21
2024-05-08,21045,0.00012806664209337785,21
2024-05-08,21047,7.55082573197411e-06,21
2024-05-08,21061,0.00017334256426671055,21
2024-05-08,21075,0.0005592767618282017,21
2024-05-08,21083,0.0002285318414759083,21
2024-05-08,21085,0.00012693915209881362,21
2024-05-08,21087,0.0001356049494353818,21
2024-05-08,21089,3.1755613994633805e-05,21
2024-05-08,21099,8.297442033159037e-05,21
2024-05-08,21105,0.0005180149703087616,21
2024-05-08,21107,7.549961875803133e-05,21
2024-05-08,21135,3.714361737640213e-05,21
2024-05-08,21141,-5.8199446319195675e-06,21
2024-05-08,21145,0.0002308084616203937,21
2024-05-08,21149,-8.383332490648264e-05,21
2024-05-08,21157,0.00010886624960005319,21
2024-05-08,21171,0.0004121813187137136,21
2024-05-08,21177,-3.0581995856660926e-06,21
2024-05-08,21183,1.3291143022241625e-05,21
2024-05-08,21217,9.04450317086608e-05,21
2024-05-08,21219,-0.00026367624415546805,21
2024-05-08,21221,6.559796232930045e-05,21
2024-05-08,21225,1.867931013722207e-05,21
2024-05-08,21227,0.000158530343774792,21
2024-05-08,21231,0.00020341745815411386,21
2024-05-08,21233,3.419800475836525e-05,21
2024-05-08,21235,0.00017256426318214938,21
2024-05-08,26099,3.383990315099232e-05,21
2024-05-08,29009,0.0003759683926502531,21
2024-05-08,29015,0.00018779144536245878,21
2024-05-08,29029,0.00014918427832110728,21
2024-05-08,29043,0.00012817730532317447,21
2024-05-08,29047,-1.1681324373046393e-05,21
2024-05-08,29051,6.829497995566348e-05,21
2024-05-08,29057,5.32492681710265e-05,21
2024-05-08,29065,0.00022084592351138645,21
2024-05-08,29067,0.00020378749064570755,21
2024-05-08,29071,4.0780947917860565e-05,21
2024-05-08,29073,5.3437813949998856e-05,21
2024-05-08,29095,6.794508819703434e-05,21
2024-05-08,29099,5.0288636460746536e-05,21
2024-05-08,29101,0.00015131896177270903,21
2024-05-08,29105,0.00015466104325804618,21
2024-05-08,29125,-1.1997939590263802e-05,21
2024-05-08,29131,6.569820588458856e-05,21
2024-05-08,29159,9.685775743345048e-05,21
2024-05-08,29161,0.0001006295843978627,21
2024-05-08,29165,1.1459979722273415e-05,21
2024-05-08,29169,0.0001222018793395909,21
2024-05-08,29207,0.0008132675564809507,21
2024-05-08,29209,0.00022293967091609684,21
2024-05-08,29221,1.4503494338388603e-05,21
2024-05-08,29225,0.0001680379783380556,21
2024-05-08,29229,0.00021357758917590837,21
2024-05-08,37007,3.652415230063874e-05,21
2024-05-08,37021,3.705404127058725e-05,21
2024-05-08,37025,-1.150388578800546e-05,21
2024-05-08,37045,0.0001282607075312203,21
2024-05-08,37051,5.3098425224884084e-05,21
2024-05-08,37061,3.422274156566897e-05,21
2024-05-08,37071,0.00046837394792791955,21
2024-05-08,37115,5.32854722995535e-05,21
2024-05-08,37119,6.531247815349975e-05,21
2024-05-08,37125,3.368966419788846e-05,21
2024-05-08,37165,8.661786211655722e-05,21
2024-05-08,37179,2.3861589397435366e-05,21
2024-05-08,39001,3.29968610183161e-05,21
2024-05-08,39011,4.897435524036669e-05,21
2024-05-08,39031,3.40398553850859e-05,21
2024-05-08,39037,0.0007592855887300683,21
2024-05-08,39041,2.6826015303672294e-05,21
2024-05-08,39057,4.108849909600865e-05,21
2024-05-08,39081,3.758579475952629e-05,21
2024-05-08,39087,3.116109400919653e-05,21
2024-05-08,39089,3.45208912447508e-05,21
2024-05-08,39107,9.937187053438376e-05,21
2024-05-08,39119,2.9706487318147793e-05,21
2024-05-08,39125,2.6125072961384897e-05,21
2024-05-08,39131,0.00019877960223704891,21
2024-05-08,39141,6.510552781573543e-05,21
2024-05-08,39145,2.9112589462786933e-05,21
2024-05-08,39157,2.2196789386101098e-05,21
2024-05-08,40021,0.0020849284817548576,21
2024-05-08,42003,4.4061112837204767e-05,21
2024-05-08,42007,3.166216881709527e-05,21
2024-05-08,42021,5.6561733528755575e-05,21
2024-05-08,42043,2.658999678711046e-05,21
2024-05-08,42129,5.1394723481514264e-05,21
2024-05-08,44003,2.5702630343496457e-05,21
2024-05-08,45025,1.2088696737959756e-05,21
2024-05-08,45031,0.00010520675615230792,21
2024-05-08,45045,0.0001047250549152828,21
2024-05-08,45057,7.761205728385061e-06,21
2024-05-08,45073,4.8971354764743504e-05,21
2024-05-08,45083,0.00010990197885257849,21
2024-05-08,45087,6.331482117440243e-05,21
2024-05-08,45091,3.1428280798894266e-05,21
2024-05-08,47003,-4.387198313129492e-07,21
2024-05-08,47021,0.00022828919010374276,21
2024-05-08,47025,0.0002044811718267751,21
2024-05-08,47029,3.8207343525438234e-05,21
2024-05-08,47037,0.00011660450959465347,21
2024-05-08,47043,0.00033308936753895105,21
2024-05-08,47057,0.0002397904705610809,21
2024-05-08,47063,6.524870374056514e-05,21
2024-05-08,47077,0.0009348426992355732,21
2024-05-08,47079,0.0002483519998481429,21
2024-05-08,47111,0.00021832020986727084,21
2024-05-08,47117,-0.002682111308936302,21
2024-05-08,47119,7.812929548998331e-05,21
2024-05-08,47125,0.00025185639399641997,21
2024-05-08,47129,0.00013050309804704484,21
2024-05-08,47133,0.00019551764237502162,21
2024-05-08,47145,3.947555315010745e-05,21
2024-05-08,47147,-4.94587066992235e-05,21
2024-05-08,47149,4.879561356392118e-05,21
2024-05-08,47151,0.0003773138323475832,16
2024-05-08,47159,5.0512680593365526e-05,21
2024-05-08,47161,0.00036389905948303324,21
2024-05-08,47165,-8.699137650538516e-05,21
2024-05-08,47169,-0.0005605186562233914,21
2024-05-08,47179,5.743956329767618e-05,21
2024-05-08,47185,0.00019675904624271578,21
