variant,model,seed,company,mse_path,mse_1h,mse_6h,mse_24h,out_of_bounds_fraction
raw,NET,5103.0,3,4.2763088024200996e-05,3.677968623351595e-05,4.2239731429377094e-05,4.4464232959333884e-05,0.0014677532422011916
raw,NET,5103.0,4,1.0879336814051835e-05,8.250783202720139e-06,1.0279602950218605e-05,1.1513327772043144e-05,0.0034640071854188576
raw,NET,5103.0,7,0.0011793486335065194,0.0006820343413145046,0.0012054694455789464,0.0012191858161637705,0.0013417893445495969
raw,NET,5103.0,22,4.299469257176986e-05,3.512209734736395e-05,4.354200754543414e-05,4.157262245110535e-05,0.003510559060637925
raw,NET,5103.0,23,1.7983972659319387e-05,9.873912950094743e-06,1.738870500686994e-05,1.8913715189338534e-05,0.14404793200140203
raw,NET,5103.0,25,0.0004650721993752789,0.0003266827866574896,0.00046430459971978833,0.00047863332877194295,0.002932768138801262
raw,NET,5103.0,26,5.219189724534841e-05,2.703583768312632e-05,5.045093689564908e-05,5.620589533601852e-05,0.0027657290571328425
raw,NET,5103.0,27,0.00010403256688000528,4.6260791343327944e-05,9.646350135771435e-05,0.00011931616735336479,0.03803562039957939
raw,NET,5103.0,28,2.8236240629340677e-05,1.5307210240630143e-05,2.575768570710079e-05,3.2071033796756645e-05,0.03948694356817385
raw,NET,5103.0,36,0.0001317471909181655,6.156933250074502e-05,0.0001300605324420138,0.00014289302153685485,0.0009365141955835962
raw,NET,5103.0,37,6.328237158451772e-05,6.651557578744201e-05,6.308258622927362e-05,6.224101772984736e-05,0.03683074833508587
raw,NET,5103.0,38,0.0001560470529221455,0.0001419624796046171,0.00015358925933648567,0.00016132269754622536,0.0031764808973010865
raw,NET,5103.0,41,5.0778467254828356e-05,2.9644092553308367e-05,4.912158306807197e-05,5.530773932922688e-05,0.039591000701016475
raw,NET,5103.0,42,0.00011842888546920074,8.210412409062281e-05,0.0001209362797814217,0.00011701487439904165,0.009584209603925692
raw,NET,5103.0,43,4.760857227151609e-05,3.596909648109785e-05,4.830809361697561e-05,4.749733545605422e-05,0.08877168769716089
raw,NET,5104.0,2,0.0002028952196520896,0.00011960945499792124,0.00019421597202825478,0.00022358298201196743,0.0006489879074658254
raw,NET,5104.0,3,4.214349334520509e-05,3.5946652514417354e-05,4.158797614577226e-05,4.34495779115639e-05,0.023117113564668768
raw,NET,5104.0,4,1.08589615749056e-05,8.16648040180777e-06,1.06342558152903e-05,1.1138532140880068e-05,0.04431464686295128
raw,NET,5104.0,7,0.001182017159238771,0.000692161410163733,0.001207327783843324,0.0012204394621797335,0.0039486943568173855
raw,NET,5104.0,22,4.2353964438178115e-05,3.449443129734385e-05,4.3184951072176565e-05,4.078033414137959e-05,0.04738707062740974
raw,NET,5104.0,23,1.7944787568542727e-05,9.91942649386259e-06,1.7779701955121603e-05,1.8782118264187164e-05,0.16226066859446198
raw,NET,5104.0,25,0.0004653890764197541,0.0003240049729975068,0.00046665148973476565,0.0004792453204030497,0.0036228312302839117
raw,NET,5104.0,26,5.197870116043785e-05,2.7215958283349214e-05,5.0922107052808266e-05,5.6478212895742306e-05,0.012158254468980022
raw,NET,5104.0,27,0.00010430263437783682,4.711023900023377e-05,9.761233622178303e-05,0.00012040871305614762,0.05852939887837364
raw,NET,5104.0,28,2.7985631552947025e-05,1.5332542806057475e-05,2.6170156067803973e-05,3.174806094604374e-05,0.11476954083420961
raw,NET,5104.0,36,0.00013112640525558342,6.20109105925993e-05,0.0001301439107446016,0.00014202886386961442,0.002448080967402734
raw,NET,5104.0,37,6.323949924056012e-05,6.42492412521336e-05,6.36378614932017e-05,6.24972556439304e-05,0.10771282422011919
raw,NET,5104.0,38,0.00015617982186403996,0.00013819265867898883,0.00015428546572745608,0.00016141166825930377,0.005846367858394672
raw,NET,5104.0,41,5.054343304720098e-05,2.9235891080892396e-05,4.907193822522148e-05,5.555254870906796e-05,0.04593300911321416
raw,NET,5104.0,42,0.00011791520195555784,8.211131755143082e-05,0.0001207261525699992,0.00011699004459665772,0.0433425341745531
raw,NET,5104.0,43,4.748011885030504e-05,3.559048432047939e-05,4.848438748991459e-05,4.765229480881739e-05,0.15985366281107605
raw,NET,5105.0,2,0.00020190295518500683,0.00012239963332188748,0.00019552771000219031,0.00022071839718542947,0.0007420916579039608
raw,NET,5105.0,3,4.209024853402327e-05,3.702727864737058e-05,4.183827943526641e-05,4.3152636958263175e-05,0.005361680686996145
raw,NET,5105.0,4,1.0371844049619305e-05,8.431964607635439e-06,1.0325375152566246e-05,1.1221212591688702e-05,0.08236943568173853
raw,NET,5105.0,7,0.0011778153576392585,0.0006798000551339703,0.0012064514090671138,0.001218442451829276,0.004468980021030494
raw,NET,5105.0,22,4.221361336867103e-05,3.5344171052790034e-05,4.283694968331469e-05,4.069077037516826e-05,0.015701673676831403
raw,NET,5105.0,23,1.7488802436125575e-05,9.943809002528853e-06,1.7265461031928977e-05,1.8909083941903258e-05,0.12315435506484403
raw,NET,5105.0,25,0.0004676056807371515,0.0003303562140976314,0.0004646533007473564,0.00048137908248263616,0.006070912197686646
raw,NET,5105.0,26,5.110219207920747e-05,2.694675128616835e-05,4.937821828259843e-05,5.598157773438608e-05,0.020581405538030145
raw,NET,5105.0,27,0.0001022516887026099,4.610727254574964e-05,9.414642981731717e-05,0.00011819429169888948,0.04948190501226779
raw,NET,5105.0,28,2.7446484643901184e-05,1.540448743361929e-05,2.5075681013439454e-05,3.160372468966263e-05,0.09050232211706975
raw,NET,5105.0,36,0.0001302290738442983,6.131311404930314e-05,0.00012881250572528265,0.00014222119730386679,0.005810769365580091
raw,NET,5105.0,37,6.299931108915593e-05,6.817113620344438e-05,6.295498084688584e-05,6.227392330127371e-05,0.10037405800911323
raw,NET,5105.0,38,0.0001557151498978755,0.00014467375190458387,0.00015361298529696768,0.0001602201395106246,0.010367376445846477
raw,NET,5105.0,41,5.009794611027044e-05,2.983105715890841e-05,4.865291177642108e-05,5.5000476800900745e-05,0.021118121275849982
raw,NET,5105.0,42,0.00011798537886572439,8.16929374509684e-05,0.00012063661436193528,0.0001167340956538436,0.030883061689449702
raw,NET,5105.0,43,4.7235748784638193e-05,3.6013983091132246e-05,4.7874864487380176e-05,4.7414281006461214e-05,0.156452637574483
raw,ASYM,5101.0,2,0.00020465714342492535,0.0001282346154559284,0.0001963756790822179,0.0002223836317185982,0.0
raw,ASYM,5101.0,3,4.1865241664139214e-05,3.768674458349866e-05,4.1536381738607525e-05,4.2737557251797645e-05,0.0
raw,ASYM,5101.0,4,1.0547828640295421e-05,8.578020022272695e-06,1.0235821918294864e-05,1.0978748490192266e-05,0.0
raw,ASYM,5101.0,7,0.0011821520636643283,0.0007110555139440594,0.0012244209709452235,0.0012142682040849953,0.0
raw,ASYM,5101.0,22,4.184987681713642e-05,3.491348991100068e-05,4.277698878592599e-05,4.013781160080037e-05,0.0
raw,ASYM,5101.0,23,1.7248341597121678e-05,1.0099335753841402e-05,1.700545772466701e-05,1.8214704027303326e-05,0.0
raw,ASYM,5101.0,25,0.0004707377350196056,0.0003524239385684247,0.000470429796364389,0.00048186564667852924,0.0
raw,ASYM,5101.0,26,5.109256301822259e-05,2.7727992155762973e-05,4.967598153576691e-05,5.540605620389265e-05,0.0
raw,ASYM,5101.0,27,0.00010184457458359049,4.641175123390943e-05,9.511685254723584e-05,0.0001164956558685407,0.0
raw,ASYM,5101.0,28,2.7476945601474888e-05,1.4944551613877112e-05,2.5491592759876286e-05,3.135733889683307e-05,0.0
raw,ASYM,5101.0,36,0.00013262875494196845,6.209297913467064e-05,0.00013412677615878916,0.00014171332846742399,0.0
raw,ASYM,5101.0,37,6.215503345419969e-05,6.200957678436449e-05,6.268731878006772e-05,6.148110344039457e-05,0.0
raw,ASYM,5101.0,38,0.00015496468655084317,0.0001382455179442304,0.00015310703194816523,0.00015954851995013947,0.0
raw,ASYM,5101.0,41,5.016969110455216e-05,2.995854672919528e-05,4.90794451271968e-05,5.447935245156228e-05,0.0
raw,ASYM,5101.0,42,0.00011794030969898227,8.481000071736402e-05,0.00012078014764861427,0.0001158572877217329,0.0
raw,ASYM,5101.0,43,4.698251736271094e-05,3.743056480324261e-05,4.7781134660417205e-05,4.702465039194994e-05,0.0
raw,ASYM,5102.0,2,0.00020295758723578146,0.00012775448673636895,0.0001943574950748007,0.0002228667046893249,0.0
raw,ASYM,5102.0,3,4.162497138895904e-05,3.7050802188607166e-05,4.1171229670561496e-05,4.2991899532473914e-05,0.0
raw,ASYM,5102.0,4,1.0478375467554407e-05,8.340065132502871e-06,1.0135738332749723e-05,1.1181057400093027e-05,0.0
raw,ASYM,5102.0,7,0.0011812907393957143,0.0007083500499444619,0.0012204140158571402,0.0012200543330940416,0.0
raw,ASYM,5102.0,22,4.1708169757900975e-05,3.4344881926461183e-05,4.2358981041497256e-05,4.0211615182511674e-05,0.0
raw,ASYM,5102.0,23,1.7191356839741924e-05,1.0150404665244194e-05,1.6911029371872225e-05,1.8314684910860487e-05,0.0
raw,ASYM,5102.0,25,0.00046949534723003276,0.00034030880312957824,0.0004695540422567506,0.0004808012175388579,0.0
raw,ASYM,5102.0,26,5.121451085077544e-05,2.745218467818362e-05,4.952089468925993e-05,5.591518017246509e-05,0.0
raw,ASYM,5102.0,27,0.00010247868899472487,4.6402908328753746e-05,9.62825093893683e-05,0.00011652211840514208,0.0
raw,ASYM,5102.0,28,2.7546537043555267e-05,1.4910980421032103e-05,2.5668574818631413e-05,3.119103352940158e-05,0.0
raw,ASYM,5102.0,36,0.00013157642352307653,6.158219733739813e-05,0.00013204194043005024,0.00014261233046267006,0.0
raw,ASYM,5102.0,37,6.192704382713088e-05,5.952126208253326e-05,6.244191655119214e-05,6.153699294937966e-05,0.0
raw,ASYM,5102.0,38,0.0001555765724936055,0.0001392267077335862,0.000154129055565392,0.00015966410250576484,0.0
raw,ASYM,5102.0,41,5.011033054477466e-05,2.9875693478458764e-05,4.892991183334187e-05,5.456141126904696e-05,0.0
raw,ASYM,5102.0,42,0.00011801106689533009,8.6581591407306e-05,0.00012076173854634591,0.00011586913713160365,0.0
raw,ASYM,5102.0,43,4.686971859735247e-05,3.6843368408851826e-05,4.7564800950266215e-05,4.6857097249866026e-05,0.0
raw,ASYM,5103.0,2,0.00022308925559887019,0.0001280060172497549,0.00021611462104154832,0.00024626780593599057,0.0
raw,ASYM,5103.0,3,4.3875964581721337e-05,3.752306575684389e-05,4.430651194419267e-05,4.562896280012709e-05,0.0
raw,ASYM,5103.0,4,1.141732451550491e-05,8.622642223708157e-06,1.2273809381168562e-05,1.2224842820352936e-05,0.0
raw,ASYM,5103.0,7,0.0011997639145593984,0.0008240673197566393,0.001230728846880997,0.0012384196293560947,0.0
raw,ASYM,5103.0,22,4.257971872781159e-05,3.467375159086189e-05,4.3689875863620476e-05,4.1515040669387344e-05,0.0
raw,ASYM,5103.0,23,1.7700752808664103e-05,1.0224109105281835e-05,1.7990689013881214e-05,1.895098136253568e-05,0.0
raw,ASYM,5103.0,25,0.00046587387450319566,0.0003392560643774624,0.0004636193126159921,0.0004800921916921002,0.0
raw,ASYM,5103.0,26,5.2137630324915587e-05,2.7593877461779646e-05,5.094246400470214e-05,5.787258885286309e-05,0.0
raw,ASYM,5103.0,27,0.00010289375791420547,4.610754552519653e-05,9.544176965763616e-05,0.000118735945575289,0.0
raw,ASYM,5103.0,28,2.7409571005218285e-05,1.4924199752572281e-05,2.556885350007422e-05,3.129616156718718e-05,0.0
raw,ASYM,5103.0,36,0.00013293415594450058,6.268297547260792e-05,0.00013295140578478912,0.00014547865898695,0.0
raw,ASYM,5103.0,37,6.262894647956547e-05,6.126043694348392e-05,6.337791854138904e-05,6.245053922750465e-05,0.0
raw,ASYM,5103.0,38,0.00015697228134591175,0.0001384828046256526,0.00015572048325289433,0.00016238172709974656,0.0
raw,ASYM,5103.0,41,5.116614412551783e-05,3.0215382528944628e-05,5.058395379243611e-05,5.555948683728252e-05,0.0
raw,ASYM,5103.0,42,0.0001178305517044619,8.466841742823108e-05,0.00012081881519269942,0.00011648905584179506,0.0
raw,ASYM,5103.0,43,4.701499124574574e-05,3.67022970317978e-05,4.793553175396614e-05,4.697630072058059e-05,0.0
raw,ASYM,5104.0,2,0.00020526772382801356,0.00012677000376744806,0.00019880971618359652,0.0002250946810495585,0.0
raw,ASYM,5104.0,3,4.1376641363450045e-05,3.67520601320985e-05,4.129262394801371e-05,4.252361519869223e-05,0.0
raw,ASYM,5104.0,4,1.0450163069712725e-05,8.315598911532965e-06,1.0323576487178284e-05,1.1049272683086457e-05,0.0
raw,ASYM,5104.0,7,0.0011867392026712596,0.0008687317889597988,0.0012057423915030016,0.0012155105132307042,0.0
raw,ASYM,5104.0,22,4.1394021892116636e-05,3.429944884026459e-05,4.2247116098828214e-05,3.962155939664284e-05,0.0
raw,ASYM,5104.0,23,1.7050454161747334e-05,1.0247342342405201e-05,1.6920315915854563e-05,1.799661468488009e-05,0.0
raw,ASYM,5104.0,25,0.0004711347003375603,0.00033281021209788803,0.0004702779895953404,0.00048382063907426414,0.0
raw,ASYM,5104.0,26,5.1230816247329265e-05,2.7869140260189738e-05,4.9798686759975426e-05,5.564976207621727e-05,0.0
raw,ASYM,5104.0,27,0.00010352833016922452,4.6299888466764676e-05,9.745109636934915e-05,0.00011783444617174504,0.0
raw,ASYM,5104.0,28,2.7897960905252517e-05,1.5108239010692328e-05,2.6107067097417377e-05,3.151401103138469e-05,0.0
raw,ASYM,5104.0,36,0.00013231393242033255,6.222340126599873e-05,0.00013428628429214097,0.00014236954417778494,0.0
raw,ASYM,5104.0,37,6.200619048840553e-05,5.656089880003113e-05,6.292316866495905e-05,6.155088904263737e-05,0.0
raw,ASYM,5104.0,38,0.00015645930574392818,0.0001382392373149436,0.00015532088959115337,0.00016008664000027802,0.0
raw,ASYM,5104.0,41,5.05626335704729e-05,3.0326353218577485e-05,4.9237886633964405e-05,5.491348343912878e-05,0.0
raw,ASYM,5104.0,42,0.00011787974882187305,8.323028606048003e-05,0.00012076781012978908,0.00011622495783762497,0.0
raw,ASYM,5104.0,43,4.7001943595894305e-05,3.660915885210309e-05,4.777207860988453e-05,4.709692015685177e-05,0.0
raw,ASYM,5105.0,2,0.00020350274505018915,0.00012348185682516116,0.00019569130798569183,0.00022323724417224096,0.0
raw,ASYM,5105.0,3,4.131574872435726e-05,3.589186429635252e-05,4.123892284421308e-05,4.2448044851679646e-05,0.0
raw,ASYM,5105.0,4,1.0515410233906815e-05,8.002743508455303e-06,1.0516635649321979e-05,1.0961691031988574e-05,0.0
raw,ASYM,5105.0,7,0.001173854958190088,0.0006935857871677464,0.001209057261010631,0.0012151560098196525,0.0
raw,ASYM,5105.0,22,4.139086457365637e-05,3.3815558436128896e-05,4.2246058673700584e-05,3.984980656007368e-05,0.0
raw,ASYM,5105.0,23,1.719587859024937e-05,1.0243208683711458e-05,1.7139866199749412e-05,1.8139732125040412e-05,0.0
raw,ASYM,5105.0,25,0.0004685501329589805,0.00032265733961679406,0.0004713568962174811,0.0004816554414785329,0.0
raw,ASYM,5105.0,26,5.107990754040365e-05,2.832424695900663e-05,4.967611722672358e-05,5.5600280610486795e-05,0.0
raw,ASYM,5105.0,27,0.00010129091506875673,4.586562413558622e-05,9.568479202119062e-05,0.00011543342949456042,0.0
raw,ASYM,5105.0,28,2.740943461689912e-05,1.4926212121199755e-05,2.5640792378824042e-05,3.103419026447497e-05,0.0
raw,ASYM,5105.0,36,0.00013205921798603083,6.390849066408713e-05,0.00013319044216749692,0.0001422161905678658,0.0
raw,ASYM,5105.0,37,6.191409302932439e-05,5.79063773608292e-05,6.269810957442797e-05,6.147869327435319e-05,0.0
raw,ASYM,5105.0,38,0.00015499342550547664,0.0001362057834009853,0.0001537682401975357,0.0001595440560459794,0.0
raw,ASYM,5105.0,41,5.036038252908721e-05,3.021302484231015e-05,4.96507051937966e-05,5.41154770894833e-05,0.0
raw,ASYM,5105.0,42,0.00011789560504671513,8.822117031345276e-05,0.00012043853686877344,0.00011579194952803312,0.0
raw,ASYM,5105.0,43,4.6776780606209454e-05,3.744629603390922e-05,4.7379900878362856e-05,4.68636251199645e-05,0.0
raw,PERSISTENCE,,2,0.00034929414802637067,0.0001543158715371153,0.0003204678816348884,0.0003917762266607842,0.0
raw,PERSISTENCE,,3,7.839667792312524e-05,4.889749408556618e-05,7.869132903384028e-05,8.007783880491032e-05,0.0
raw,PERSISTENCE,,4,1.7383429791648447e-05,1.0841153108052907e-05,1.6586612012966297e-05,1.8418031069384508e-05,0.0
raw,PERSISTENCE,,7,0.002187238721281143,0.0007869420287088892,0.0023097046747971185,0.002389146736525843,0.0
raw,PERSISTENCE,,22,8.01312917633514e-05,4.630793857837748e-05,8.276905501526843e-05,7.901845575494041e-05,0.0
raw,PERSISTENCE,,23,2.992991674031781e-05,1.192770522682309e-05,2.8375350958678242e-05,3.3998129739752716e-05,0.0
raw,PERSISTENCE,,25,0.0008435003419089517,0.00042993251777422844,0.0008002545789507834,0.000918025383177296,0.0
raw,PERSISTENCE,,26,8.290528605155583e-05,3.174555375027123e-05,7.906366984147418e-05,9.489933491245815e-05,0.0
raw,PERSISTENCE,,27,0.0001522235866396281,5.317989017385907e-05,0.00013136500591930797,0.00019168177085572227,0.0
raw,PERSISTENCE,,28,4.0593469865971945e-05,1.9158598316073486e-05,3.560784410932201e-05,4.9039768775215744e-05,0.0
raw,PERSISTENCE,,36,0.00022260510984331808,7.087282484392314e-05,0.0001886006424917786,0.0002708502877302708,0.0
raw,PERSISTENCE,,37,0.00011958953738058035,9.642317880911326e-05,0.00011893827835099272,0.00012194721431543968,0.0
raw,PERSISTENCE,,38,0.00028327293163720867,0.00019792363475474084,0.0002792812508966033,0.0003120467966883082,0.0
raw,PERSISTENCE,,41,8.486569889167544e-05,3.653323424376693e-05,7.602710752914115e-05,0.00010320339253988353,0.0
raw,PERSISTENCE,,42,0.00022740932875566332,0.00010447122705319434,0.00023490661258113155,0.00023345222100558274,0.0
raw,PERSISTENCE,,43,8.997489015907991e-05,4.728018031434255e-05,9.092182679747592e-05,9.397918517140957e-05,0.0
output_clip_01,NET,5101.0,2,0.00020138041532636095,0.00011819012280278936,0.00019485536031446502,0.0002200404024171217,0.0
output_clip_01,NET,5101.0,3,4.124999159029104e-05,3.516167480501242e-05,4.1128830802559944e-05,4.247675630465329e-05,0.0
output_clip_01,NET,5101.0,4,1.0328375128109868e-05,8.00709350456129e-06,1.0171294366961435e-05,1.1122756487716664e-05,0.0
output_clip_01,NET,5101.0,7,0.0011854532298011071,0.0007166312249607582,0.0012092137057940358,0.0012218004319862947,0.0
output_clip_01,NET,5101.0,22,4.148877930973932e-05,3.4085486147346144e-05,4.217504634042196e-05,3.988576947237772e-05,0.0
output_clip_01,NET,5101.0,23,1.7114102759618817e-05,9.858391817003218e-06,1.691469257543024e-05,1.8315064039525862e-05,0.0
output_clip_01,NET,5101.0,25,0.0004667189712055206,0.00032176595539058,0.00046646281751920116,0.0004782531600227921,0.0
output_clip_01,NET,5101.0,26,5.100187519566138e-05,2.7271682759694563e-05,4.92334107552834e-05,5.572354948029089e-05,0.0
output_clip_01,NET,5101.0,27,0.00010364026647328989,4.737202987572558e-05,9.657354629863889e-05,0.00011834361783892167,0.0
output_clip_01,NET,5101.0,28,2.7483830710805693e-05,1.5072087457896654e-05,2.5360615885811393e-05,3.1207674590319634e-05,0.0
output_clip_01,NET,5101.0,36,0.00013060146997890244,6.27324219974059e-05,0.00013002599362421348,0.0001415619009182904,0.0
output_clip_01,NET,5101.0,37,6.22727146453204e-05,6.234781932819802e-05,6.257064077565906e-05,6.187057153581991e-05,0.0
output_clip_01,NET,5101.0,38,0.00015517842986362761,0.0001353253894462323,0.0001537847301318633,0.00016056402747825088,0.0
output_clip_01,NET,5101.0,41,4.9978336833985435e-05,2.9083367915203433e-05,4.863048111046515e-05,5.485461376559586e-05,0.0
output_clip_01,NET,5101.0,42,0.00011745670987387441,8.255110758603282e-05,0.00011993116292817429,0.00011621886239978198,0.0
output_clip_01,NET,5101.0,43,4.685534673085687e-05,3.528323746729279e-05,4.7580098151603105e-05,4.680302420025557e-05,0.0
output_clip_01,NET,5102.0,2,0.0002021739054313937,0.0001226183850343745,0.0001946527019318693,0.0002202532532103886,0.0
output_clip_01,NET,5102.0,3,4.206405701329905e-05,3.7219688128605296e-05,4.1914035370559406e-05,4.29287490427174e-05,0.0
output_clip_01,NET,5102.0,4,1.0433592523971946e-05,8.452883427204433e-06,1.0386994350208168e-05,1.125582130096758e-05,0.0
output_clip_01,NET,5102.0,7,0.0011786949219224612,0.0006783324074097202,0.0012077806759346608,0.0012202463422639747,0.0
output_clip_01,NET,5102.0,22,4.228110135282705e-05,3.5541684217441254e-05,4.289379988364765e-05,4.049770843310995e-05,0.0
output_clip_01,NET,5102.0,23,1.720393003890613e-05,9.963091118522068e-06,1.7170944701196803e-05,1.8546351298590022e-05,0.0
output_clip_01,NET,5102.0,25,0.0004667352163515631,0.00032858422307591645,0.00046169898844993635,0.0004794912384532527,0.0
output_clip_01,NET,5102.0,26,5.106043132252391e-05,2.7106347371984314e-05,4.936939652228993e-05,5.611794984675752e-05,0.0
output_clip_01,NET,5102.0,27,0.00010124172876310324,4.602725969419787e-05,9.291186279207236e-05,0.00011693725264255984,0.0
output_clip_01,NET,5102.0,28,2.728937349611281e-05,1.5317823656763205e-05,2.4841975583455473e-05,3.138663981477813e-05,0.0
output_clip_01,NET,5102.0,36,0.0001308429318017615,6.178611182879954e-05,0.00012990384659753164,0.00014238494394545295,0.0
output_clip_01,NET,5102.0,37,6.287508800841086e-05,6.765741269413583e-05,6.295590580508408e-05,6.220358874459869e-05,0.0
output_clip_01,NET,5102.0,38,0.00015531930740477628,0.0001435866447183541,0.00015285037896864214,0.0001601803467259516,0.0
output_clip_01,NET,5102.0,41,4.993243643010646e-05,2.9762020281778292e-05,4.863517665418533e-05,5.463514085847672e-05,0.0
output_clip_01,NET,5102.0,42,0.0001181610065124586,8.244641086941678e-05,0.00012067773705849538,0.0001169612192219851,0.0
output_clip_01,NET,5102.0,43,4.7064841908299426e-05,3.642871142075154e-05,4.76505891878279e-05,4.7285999072475735e-05,0.0
output_clip_01,NET,5103.0,2,0.0002024742589088317,0.00012168716830024356,0.00019429345817165774,0.00022310537633879192,0.0
output_clip_01,NET,5103.0,3,4.275911752179125e-05,3.677946853038194e-05,4.2234826359955056e-05,4.445662684936292e-05,0.0
output_clip_01,NET,5103.0,4,1.0879043923880289e-05,8.250783202720139e-06,1.0279602950218605e-05,1.1513269725879344e-05,0.0
output_clip_01,NET,5103.0,7,0.00117822138543181,0.0006820321141175659,0.0012050778233201227,0.0012179765115283227,0.0
output_clip_01,NET,5103.0,22,4.2986482254399715e-05,3.51218104077419e-05,4.3538208632109366e-05,4.156798707519165e-05,0.0
output_clip_01,NET,5103.0,23,1.7873584459123415e-05,9.872023021894754e-06,1.734750674243708e-05,1.8874609795699574e-05,0.0
output_clip_01,NET,5103.0,25,0.0004649095395527909,0.0003266755444197303,0.0004641724029925895,0.00047837222312914506,0.0
output_clip_01,NET,5103.0,26,5.2178843834599026e-05,2.7035285261110575e-05,5.0442532326170336e-05,5.6194421392974515e-05,0.0
output_clip_01,NET,5103.0,27,0.00010402128967244804,4.626065900831451e-05,9.646231602522097e-05,0.00011931615154062409,0.0
