variant,seed,group,company,NET_mse_path,NET_mse_1h,NET_mse_6h,NET_mse_24h,NET_out_of_bounds_fraction,ASYM_mse_path,ASYM_mse_1h,ASYM_mse_6h,ASYM_mse_24h,ASYM_out_of_bounds_fraction,delta_mse_path,delta_mse_1h,delta_mse_6h,delta_mse_24h,delta_out_of_bounds_fraction
output_clip_01,5102.0,1926,36,0.0001308429318017615,6.178611182879954e-05,0.00012990384659753164,0.00014238494394545295,0.0,0.00013157642352307653,6.158219733739813e-05,0.00013204194043005024,0.00014261233046267006,0.0,-7.334917213150274e-07,2.0391449140141232e-07,-2.138093832518604e-06,-2.273865172171003e-07,0.0
output_clip_01,5102.0,1962,37,1.793502994240355e-05,1.5458687667726307e-05,1.975396895749217e-05,1.620740114379373e-05,0.0,1.732405099416786e-05,1.5251766296837933e-05,1.8900839579659324e-05,1.5253117250923871e-05,0.0,6.109789482356895e-07,2.0692137088837397e-07,8.531293778328457e-07,9.542838928698579e-07,0.0
output_clip_01,5102.0,2001,37,0.00010781514607441817,0.00011985613772054536,0.00010615784265267598,0.00010819977634540364,0.0,0.0001065300366600939,0.00010379075786822859,0.00010598299352272495,0.00010782086864783546,0.0,1.2851094143242656e-06,1.6065379852316772e-05,1.7484912995103358e-07,3.789076975681797e-07,0.0
output_clip_01,5102.0,2055,38,0.00023676100444506256,0.00023090902580488157,0.00023220662383434715,0.00024284203980496366,0.0,0.00023690478894883207,0.0002239693802536299,0.0002340801248030039,0.00024204437656611785,0.0,-1.4378450376951123e-07,6.939645551251665e-06,-1.8735009686567496e-06,7.976632388458148e-07,0.0
output_clip_01,5102.0,2075,38,7.387761036449004e-05,5.626426363182663e-05,7.349413410293714e-05,7.751865364693952e-05,0.0,7.424835603837893e-05,5.4484035213542506e-05,7.41779863277801e-05,7.728382844541187e-05,0.0,-3.7074567388888536e-07,1.7802284182841244e-06,-6.838522248429619e-07,2.3482520152765928e-07,0.0
output_clip_01,5102.0,2242,41,4.993243643010646e-05,2.9762020281778292e-05,4.863517665418533e-05,5.463514085847672e-05,0.0,5.011033054477466e-05,2.9875693478458764e-05,4.892991183334187e-05,5.456141126904696e-05,0.0,-1.7789411466819725e-07,-1.1367319668047243e-07,-2.947351791565399e-07,7.372958942976197e-08,0.0
output_clip_01,5102.0,2512,42,0.0001181610065124586,8.244641086941678e-05,0.00012067773705849538,0.0001169612192219851,0.0,0.00011801106689533009,8.6581591407306e-05,0.00012076173854634591,0.00011586913713160365,0.0,1.49939617128517e-07,-4.1351805378892176e-06,-8.400148785052733e-08,1.0920820903814445e-06,0.0
output_clip_01,5102.0,2543,43,4.7064841908299426e-05,3.642871142075154e-05,4.76505891878279e-05,4.7285999072475735e-05,0.0,4.686971859735247e-05,3.6843368408851826e-05,4.7564800950266215e-05,4.6857097249866026e-05,0.0,1.9512331094695754e-07,-4.1465698810028856e-07,8.5788237561685e-08,4.28901822609709e-07,0.0
output_clip_01,5103.0,42,2,0.00018456222403041243,0.00012881631115815628,0.00018045772304845563,0.00019971662777027688,0.0,0.00020635446245241868,0.0001365293977257802,0.00020364758468485435,0.00022355980620595835,0.0,-2.1792238422006256e-05,-7.713086567623904e-06,-2.3189861636398716e-05,-2.3843178435681468e-05,0.0
output_clip_01,5103.0,46,2,0.00022038629378725097,0.00011455802544233084,0.00020812919329485987,0.000246494124907307,0.0,0.00023982404874532166,0.00011948263677372962,0.00022858165739824231,0.0002689758056660228,0.0,-1.9437754958070692e-05,-4.924611331398775e-06,-2.0452464103382447e-05,-2.2481680758715814e-05,0.0
output_clip_01,5103.0,117,3,4.275911752179125e-05,3.677946853038194e-05,4.2234826359955056e-05,4.445662684936292e-05,0.0,4.3875964581721337e-05,3.752306575684389e-05,4.430651194419267e-05,4.562896280012709e-05,0.0,-1.116847059930086e-06,-7.435972264619521e-07,-2.071685584237616e-06,-1.172335950764171e-06,0.0
output_clip_01,5103.0,199,4,1.6172438578166812e-05,1.3768316247941345e-05,1.5410732107051265e-05,1.7149272415825267e-05,0.0,1.70098897212266e-05,1.414108627744255e-05,1.797033452144093e-05,1.7925047460332636e-05,0.0,-8.374511430597882e-07,-3.727700295012043e-07,-2.5596024143896636e-06,-7.757750445073684e-07,0.0
output_clip_01,5103.0,250,4,5.585649269593764e-06,2.733250157498931e-06,5.148473793385945e-06,5.8772670359334206e-06,0.0,5.824759309783218e-06,3.1041981699737646e-06,6.577284240896195e-06,6.524638180373235e-06,0.0,-2.391100401894533e-07,-3.7094801247483376e-07,-1.4288104475102502e-06,-6.473711444398145e-07,0.0
output_clip_01,5103.0,492,7,0.00117822138543181,0.0006820321141175659,0.0012050778233201227,0.0012179765115283227,0.0,0.0011997639145593984,0.0008240673197566393,0.001230728846880997,0.0012384196293560947,0.0,-2.154252912758836e-05,-0.00014203520563907336,-2.5651023560874188e-05,-2.0443117827772042e-05,0.0
output_clip_01,5103.0,1087,22,3.6881346420918855e-05,2.8864800890865376e-05,3.714364102209186e-05,3.697955908066681e-05,0.0,3.676687779623131e-05,2.8630794136971252e-05,3.7933540180743835e-05,3.74405019614137e-05,0.0,1.1446862468754345e-07,2.3400675389412379e-07,-7.89899158651976e-07,-4.609428807468872e-07,0.0
output_clip_01,5103.0,1113,22,4.909161808788057e-05,4.137881992461843e-05,4.993277624212688e-05,4.615641506971649e-05,0.0,4.8392559659391855e-05,4.071670904475254e-05,4.9446211546497124e-05,4.558957937736099e-05,0.0,6.990584284887128e-07,6.621108798658915e-07,4.865646956297564e-07,5.668356923555003e-07,0.0
output_clip_01,5103.0,1219,23,1.0676128710073643e-05,6.977047769250342e-06,1.0065238585002118e-05,1.1245167048914139e-05,0.0,1.0142043265471074e-05,7.114329635774295e-06,1.003254143032278e-05,1.0644845677090123e-05,0.0,5.340854446025689e-07,-1.37281866523953e-07,3.269715467933839e-08,6.003213718240154e-07,0.0
output_clip_01,5103.0,1231,23,2.5071040208173187e-05,1.2766998274539165e-05,2.462977489987204e-05,2.650405254248501e-05,0.0,2.5259462351857134e-05,1.3333888574789377e-05,2.594883659743965e-05,2.7257117047981232e-05,0.0,-1.8842214368394706e-07,-5.668903002502123e-07,-1.3190616975676096e-06,-7.530645054962215e-07,0.0
output_clip_01,5103.0,1319,25,0.0006066231031861765,0.0003813399669023036,0.0006007936163815099,0.0006322673820847413,0.0,0.0006100036353675162,0.0003953250013183609,0.0006032340623986768,0.0006369180482272447,0.0,-3.380532181339671e-06,-1.3985034416057348e-05,-2.440446017166922e-06,-4.650666142503386e-06,0.0
output_clip_01,5103.0,1348,25,0.0003231959759194052,0.000272011121937157,0.00032755118960366906,0.0003244770641735489,0.0,0.00032174411363887517,0.0002831871274365639,0.00032400456283330733,0.0003232663351569557,0.0,1.4518622805300427e-06,-1.1176005499406922e-05,3.546626770361736e-06,1.2107290165932105e-06,0.0
output_clip_01,5103.0,1389,26,5.2178843834599026e-05,2.7035285261110575e-05,5.0442532326170336e-05,5.6194421392974515e-05,0.0,5.2137630324915587e-05,2.7593877461779646e-05,5.094246400470214e-05,5.787258885286309e-05,0.0,4.121350968343902e-08,-5.58592200669071e-07,-4.999316785318054e-07,-1.6781674598885732e-06,0.0
output_clip_01,5103.0,1498,27,0.00010402128967244804,4.626065900831451e-05,9.646231602522097e-05,0.00011931615154062409,0.0,0.00010289375791420547,4.610754552519653e-05,9.544176965763616e-05,0.000118735945575289,0.0,1.1275317582425733e-06,1.5311348311798e-07,1.0205463675848017e-06,5.802059653350899e-07,0.0
output_clip_01,5103.0,1603,28,2.3638512755974683e-05,1.1497751381480103e-05,2.1799370535767246e-05,2.6919542674774808e-05,0.0,2.3097355562842054e-05,1.1119550867234847e-05,2.1905332922540926e-05,2.6439970961285727e-05,0.0,5.411571931326293e-07,3.782005142452567e-07,-1.0596238677367995e-07,4.795717134890809e-07,0.0
output_clip_01,5103.0,1635,28,3.281284730818255e-05,1.911655606525064e-05,2.9714048980873553e-05,3.721821117742766e-05,0.0,3.172178644759452e-05,1.8728848637909715e-05,2.9232374077607514e-05,3.615235217308864e-05,0.0,1.0910608605880335e-06,3.8770742734092447e-07,4.816749032660396e-07,1.0658590043390183e-06,0.0
output_clip_01,5103.0,1926,36,0.00013174307957501208,6.156928213583604e-05,0.0001300596443969708,0.0001428860840952674,0.0,0.00013293415594450058,6.268297547260792e-05,0.00013295140578478912,0.00014547865898695,0.0,-1.1910763694885013e-06,-1.1136933367718804e-06,-2.891761387818309e-06,-2.59257489168259e-06,0.0
output_clip_01,5103.0,1962,37,1.8407349550828975e-05,1.5152779241281053e-05,1.9726170491418604e-05,1.616277395651955e-05,0.0,1.810350481739548e-05,1.5569359228984998e-05,2.017030410005848e-05,1.631920572499415e-05,0.0,3.038447334334953e-07,-4.1657998770394525e-07,-4.441336086398763e-07,-1.5643176847460096e-07,0.0
output_clip_01,5103.0,2001,37,0.00010786802749386968,0.00011784669909176321,0.00010622047074515336,0.0001080476566560357,0.0,0.00010715438814173545,0.00010695151465798286,0.00010658553298271961,0.00010858187273001515,0.0,7.136393521342283e-07,1.0895184433780351e-05,-3.65062237566257e-07,-5.342160739794471e-07,0.0
output_clip_01,5103.0,2055,38,0.00023677904165549405,0.00022820413616663913,0.00023281592600752756,0.00024343403304499908,0.0,0.00023853187233687268,0.00022271698803705877,0.00023596488845524643,0.000245726122744558,0.0,-1.752830681378629e-06,5.487148129580362e-06,-3.1489624477188706e-06,-2.2920896995589084e-06,0.0
output_clip_01,5103.0,2075,38,7.510492887399125e-05,5.570315444329151e-05,7.42272023520647e-05,7.896738112708657e-05,0.0,7.541269035495082e-05,5.424862121424647e-05,7.54760780505422e-05,7.903733145493511e-05,0.0,-3.0776148095956876e-07,1.4545332290450354e-06,-1.2488756984775027e-06,-6.995032784853483e-08,0.0
output_clip_01,5103.0,2242,41,5.076910999921298e-05,2.964408401942198e-05,4.911979882284252e-05,5.530684303774817e-05,0.0,5.116614412551783e-05,3.0215382528944628e-05,5.058395379243611e-05,5.555948683728252e-05,0.0,-3.970341263048532e-07,-5.712985095226476e-07,-1.464154969593593e-06,-2.526437995343508e-07,0.0
output_clip_01,5103.0,2512,42,0.00011834128395912269,8.209989086595476e-05,0.00012087400762477086,0.00011693663691849691,0.0,0.0001178305517044619,8.466841742823108e-05,0.00012081881519269942,0.00011648905584179506,0.0,5.107322546607902e-07,-2.5685265622763187e-06,5.519243207144256e-08,4.4758107670185587e-07,0.0
output_clip_01,5103.0,2543,43,4.7552472661417026e-05,3.596596185278298e-05,4.828622095475996e-05,4.745255719190667e-05,0.0,4.701499124574574e-05,3.67022970317978e-05,4.793553175396614e-05,4.697630072058059e-05,0.0,5.374814156712892e-07,-7.363351790148204e-07,3.50689200793822e-07,4.762564713260765e-07,0.0
output_clip_01,5104.0,42,2,0.00018442696759083592,0.00012633652901694123,0.0001804260587806314,0.00019913177154632392,0.0,0.0001872867219591052,0.00013528930579122985,0.00018504652141815514,0.000201300405712575,0.0,-2.8597543682692885e-06,-8.952776774288614e-06,-4.6204626375237424e-06,-2.168634166251098e-06,0.0
output_clip_01,5104.0,46,2,0.00022127244019263452,0.00011286795365182437,0.00020792380396843807,0.00024791455487808544,0.0,0.00022324872569692194,0.00011825070174366628,0.00021257291094903787,0.00024888895638654196,0.0,-1.976285504287417e-06,-5.382748091841915e-06,-4.649106980599796e-06,-9.744015084565223e-07,0.0
output_clip_01,5104.0,117,3,4.2136067334624595e-05,3.594585649244501e-05,4.157966099219894e-05,4.34462246082827e-05,0.0,4.1376641363450045e-05,3.67520601320985e-05,4.129262394801371e-05,4.252361519869223e-05,0.0,7.594259711745499e-07,-8.06203639653492e-07,2.870370441852301e-07,9.226094095904743e-07,0.0
output_clip_01,5104.0,199,4,1.6232443344741564e-05,1.3582360625294544e-05,1.551934182162655e-05,1.6827303753567245e-05,0.0,1.64456158861063e-05,1.394640823153481e-05,1.6198475173568742e-05,1.733481510144323e-05,0.0,-2.1317254136473678e-07,-3.6404760624026633e-07,-6.791333519421915e-07,-5.075113478759858e-07,0.0
output_clip_01,5104.0,250,4,5.457748856734261e-06,2.748686390978821e-06,5.709820670786921e-06,5.4483291165750364e-06,0.0,4.454710253319149e-06,2.6847895915311203e-06,4.448677800787826e-06,4.7637302647296845e-06,0.0,1.0030386034151121e-06,6.389679944770082e-08,1.261142869999095e-06,6.84598851845352e-07,0.0
output_clip_01,5104.0,492,7,0.0011791704887816978,0.0006921436884424328,0.0012054684099197378,0.0012177318085772589,0.0,0.0011867392026712596,0.0008687317889597988,0.0012057423915030016,0.0012155105132307042,0.0,-7.568713889561729e-06,-0.000176588100517366,-2.739815832637424e-07,2.221295346554672e-06,0.0
output_clip_01,5104.0,1087,22,3.626731508843414e-05,2.8328751002292855e-05,3.6821687865788796e-05,3.621833126645143e-05,0.0,3.489956580517749e-05,2.7854555162078016e-05,3.548008764547255e-05,3.483290060756457e-05,0.0,1.3677492832566516e-06,4.741958402148395e-07,1.3416002203162452e-06,1.3854306588868557e-06,0.0
output_clip_01,5104.0,1113,22,4.8401068309767205e-05,4.0657041280742504e-05,4.949791873070755e-05,4.533751724084328e-05,0.0,4.7888477979055776e-05,4.0744342518451164e-05,4.901414455218388e-05,4.4410218185721094e-05,0.0,5.125903307114292e-07,-8.730123770866094e-08,4.837741785236718e-07,9.272990551221846e-07,0.0
output_clip_01,5104.0,1219,23,1.0784965013370242e-05,6.988866960421968e-06,1.0513530122280431e-05,1.1104933658345541e-05,0.0,1.0269516895656712e-05,7.425253755980394e-06,1.009730324723973e-05,1.074184618579608e-05,0.0,5.154481177135305e-07,-4.363867955584262e-07,4.1622687504070217e-07,3.6308747254946206e-07,0.0
output_clip_01,5104.0,1231,23,2.4832343130718973e-05,1.2818985148565694e-05,2.4645591940758402e-05,2.6349916529124816e-05,0.0,2.383139142783796e-05,1.3069430928830009e-05,2.3743328584469397e-05,2.5251383183964098e-05,0.0,1.0009517028810131e-06,-2.5044578026431474e-07,9.022633562890054e-07,1.0985333451607185e-06,0.0
output_clip_01,5104.0,1319,25,0.0006085498482217475,0.00038101992536371417,0.0006056911051911804,0.0006346192123231618,0.0,0.0006153353547272289,0.0003940133181360866,0.0006042562528563177,0.000642829965215679,0.0,-6.785506505481366e-06,-1.299339277237245e-05,1.4348523348627637e-06,-8.210752892517242e-06,0.0
output_clip_01,5104.0,1348,25,0.00032163960259254295,0.00026691218780794786,0.00032704825282064775,0.0003232517315949041,0.0,0.00032693404594789173,0.00027160710605968945,0.0003362997263343631,0.0003248113129328492,0.0,-5.294443355348779e-06,-4.694918251741591e-06,-9.251473513715376e-06,-1.5595813379451116e-06,0.0
output_clip_01,5104.0,1389,26,5.196865453933311e-05,2.7215679564541947e-05,5.0912089270471904e-05,5.6476227167740625e-05,0.0,5.1230816247329265e-05,2.7869140260189738e-05,4.9798686759975426e-05,5.564976207621727e-05,0.0,7.378382920038434e-07,-6.534606956477905e-07,1.1134025104964784e-06,8.264650915233539e-07,0.0
output_clip_01,5104.0,1498,27,0.00010428157107943068,4.7107347719890846e-05,9.758564522789578e-05,0.00012040599232060207,0.0,0.00010352833016922452,4.6299888466764676e-05,9.745109636934915e-05,0.00011783444617174504,0.0,7.532409102061562e-07,8.074592531261704e-07,1.345488585466337e-07,2.571546148857028e-06,0.0
output_clip_01,5104.0,1603,28,2.348088377144254e-05,1.1605074645040227e-05,2.2192324155510523e-05,2.6751410716230576e-05,0.0,2.333727262746135e-05,1.1099993733467943e-05,2.222743312733768e-05,2.637076841977383e-05,0.0,1.436111439811878e-07,5.050809115722838e-07,-3.510897182715597e-08,3.8064229645674676e-07,0.0
output_clip_01,5104.0,1635,28,3.238057969416223e-05,1.9042495033959146e-05,2.9968080867767244e-05,3.672538364334728e-05,0.0,3.2458649183043686e-05,1.9116484287916713e-05,2.998670106749708e-05,3.665725364299556e-05,0.0,-7.806948888145425e-08,-7.398925395756686e-08,-1.8620199729835164e-08,6.813000035171753e-08,0.0
output_clip_01,5104.0,1926,36,0.0001310804490713457,6.200225274796075e-05,0.00013010556939290125,0.00014198270772446442,0.0,0.00013231393242033255,6.222340126599873e-05,0.00013428628429214097,0.00014236954417778494,0.0,-1.2334833489868453e-06,-2.211485180379796e-07,-4.180714899239718e-06,-3.868364533205133e-07,0.0
output_clip_01,5104.0,1962,37,1.8097708093682254e-05,1.4978973301919352e-05,1.9972240284757848e-05,1.5920446689019598e-05,0.0,1.701789626961296e-05,1.4918722723875558e-05,1.871621962415384e-05,1.4788308687610407e-05,0.0,1.079811824069294e-06,6.025057804379431e-08,1.2560206606040085e-06,1.1321380014091913e-06,0.0
output_clip_01,5104.0,2001,37,0.00010791205764018961,0.00011345146621137647,0.00010670992903453165,0.00010867512775262442,0.0,0.0001069944847071981,9.82030748761867e-05,0.00010713011770576428,0.00010831346939766434,0.0,9.175729329915139e-07,1.5248391335189772e-05,-4.2018867123263495e-07,3.6165835496008536e-07,0.0
output_clip_01,5104.0,2055,38,0.0002368587231068075,0.00022145235690021546,0.0002341134802633881,0.00024368731093617053,0.0,0.0002382558458449698,0.00022179451765339385,0.00023638315686198602,0.00024291375809014403,0.0,-1.3971227381622854e-06,-3.4216075317839204e-07,-2.2696765985979236e-06,7.735528460265002e-07,0.0
output_clip_01,5104.0,2075,38,7.51029281253204e-05,5.4854523761516946e-05,7.403332665225146e-05,7.871789903567516e-05,0.0,7.466276564288656e-05,5.4683956976493354e-05,7.425862232032069e-05,7.7259521910412e-05,0.0,4.401624824338415e-07,1.7056678502359136e-07,-2.2529566806922985e-07,1.458377125263159e-06,0.0
output_clip_01,5104.0,2242,41,5.053221447981657e-05,2.9234358232969115e-05,4.904990411970946e-05,5.555165505892765e-05,0.0,5.05626335704729e-05,3.0326353218577485e-05,4.9237886633964405e-05,5.491348343912878e-05,0.0,-3.041909065633466e-08,-1.0919949856083702e-06,-1.8798251425494213e-07,6.381716197988738e-07,0.0
output_clip_01,5104.0,2512,42,0.00011783632699943364,8.210364910028094e-05,0.00012064133724616475,0.00011692812585154254,0.0,0.00011787974882187305,8.323028606048003e-05,0.00012076781012978908,0.00011622495783762497,0.0,-4.342182243941787e-08,-1.1266369601990923e-06,-1.2647288362432636e-07,7.031680139175673e-07,0.0
output_clip_01,5104.0,2543,43,4.737713252429125e-05,3.557418845657532e-05,4.83142539731612e-05,4.758995161083505e-05,0.0,4.7001943595894305e-05,3.660915885210309e-05,4.777207860988453e-05,4.709692015685177e-05,0.0,3.7518892839694324e-07,-1.0349703955277715e-06,5.421753632766708e-07,4.930314539832746e-07,0.0
output_clip_01,5105.0,42,2,0.00018423496566938327,0.00013041409677190242,0.0001822482073069862,0.00019706784464963158,0.0,0.00018503068402345,0.00012973658834500177,0.00018087669005640309,0.00020006467132023555,0.0,-7.95718354066737e-07,6.775084269006583e-07,1.3715172505831153e-06,-2.9968266706039695e-06,0.0
output_clip_01,5105.0,46,2,0.0002195283661003614,0.00011438038811852328,0.0002087784691027273,0.00024423294656388445,0.0,0.0002219748060769283,0.00011722712530532054,0.00021050592591498058,0.00024640981702424633,0.0,-2.4464399765668947e-06,-2.8467371867972623e-06,-1.7274568122532862e-06,-2.1768704603618858e-06,0.0
output_clip_01,5105.0,117,3,4.207428672780908e-05,3.7025948009017145e-05,4.182401916055417e-05,4.313469326939389e-05,0.0,4.131574872435726e-05,3.589186429635252e-05,4.123892284421308e-05,4.2448044851679646e-05,0.0,7.585380034518221e-07,1.1340837126646279e-06,5.850963163410878e-07,6.866484177142429e-07,0.0
output_clip_01,5105.0,199,4,1.5921623984955562e-05,1.409810340850861e-05,1.5733633928445456e-05,1.685932813451461e-05,0.0,1.6097687593405727e-05,1.3057600786261085e-05,1.591249657178967e-05,1.677337823787554e-05,0.0,-1.76063608450165e-07,1.040502622247525e-06,-1.7886264334421239e-07,8.594989663906862e-08,0.0
output_clip_01,5105.0,250,4,4.73343058851415e-06,2.75483425108059e-06,4.848284171846707e-06,5.399504765207253e-06,0.0,4.933132874407905e-06,2.947886230649521e-06,5.120774726854289e-06,5.150003826101611e-06,0.0,-1.9970228589375497e-07,-1.9305197956893115e-07,-2.7249055500758187e-07,2.4950093910564197e-07,0.0
output_clip_01,5105.0,492,7,0.0011774941679190138,0.0006797951888529317,0.001206383421163289,0.0012179954578186393,0.0,0.001173854958190088,0.0006935857871677464,0.001209057261010631,0.0012151560098196525,0.0,3.639209728925792e-06,-1.3790598314814646e-05,-2.6738398473419734e-06,2.8394479989867893e-06,0.0
output_clip_01,5105.0,1087,22,3.60376907242694e-05,2.9095262581767177e-05,3.649339357376286e-05,3.61120185923863e-05,0.0,3.513038492453845e-05,2.776387528476971e-05,3.577414636789125e-05,3.520924037929059e-05,0.0,9.073057997309523e-07,1.3313872969974662e-06,7.192472058716086e-07,9.027782130957093e-07,0.0
output_clip_01,5105.0,1113,22,4.8361287914255174e-05,4.159175624389112e-05,4.9160970615625617e-05,4.521193777629975e-05,0.0,4.765134422277428e-05,3.9867241587488075e-05,4.871797097950991e-05,4.4490372740856764e-05,0.0,7.099436914808919e-07,1.7245146564030445e-06,4.429996361157053e-07,7.215650354429833e-07,0.0
output_clip_01,5105.0,1219,23,1.0395278493110847e-05,7.03893827726118e-06,1.0165802300889045e-05,1.1174744540377302e-05,0.0,1.008900339596113e-05,7.4284019083160064e-06,9.875194615401029e-06,1.0553422307619994e-05,0.0,3.0627509714971616e-07,-3.8946363105482604e-07,2.9060768548801554e-07,6.213222327573072e-07,0.0
output_clip_01,5105.0,1231,23,2.4395474270699766e-05,1.2832980765205767e-05,2.431866966058116e-05,2.6260905634085508e-05,0.0,2.4302753784537605e-05,1.305801545910691e-05,2.4404537784097794e-05,2.5726041942460827e-05,0.0,9.272048616216103e-08,-2.2503469390114218e-07,-8.586812351663248e-08,5.348636916246811e-07,0.0
output_clip_01,5105.0,1319,25,0.0006105856627299107,0.0003826872695592113,0.0006016174506085821,0.0006379928056638347,0.0,0.000614659615178208,0.00038503054428024,0.0006124709420423746,0.0006405618619097299,0.0,-4.07395244829726e-06,-2.343274721028669e-06,-1.0853491433792544e-05,-2.5690562458952114e-06,0.0
output_clip_01,5105.0,1348,25,0.0003236847276581378,0.00027800970109589956,0.0003273461830422977,0.0003225002275140279,0.0,0.000322440650739753,0.0002602841349533482,0.0003302428503925877,0.00032274902104733596,0.0,1.244076918384819e-06,1.772556614255136e-05,-2.8966673502899996e-06,-2.487935333080754e-07,0.0
output_clip_01,5105.0,1389,26,5.1078167943964956e-05,2.6944660854395222e-05,4.935891056744793e-05,5.5940107427835734e-05,0.0,5.107990754040365e-05,2.832424695900663e-05,4.967611722672358e-05,5.5600280610486795e-05,0.0,-1.7395964386940116e-09,-1.379586104611406e-06,-3.172066592756472e-07,3.3982681734893934e-07,0.0
output_clip_01,5105.0,1498,27,0.00010222437305595107,4.6106111420203185e-05,9.414093658461233e-05,0.00011813757374138722,0.0,0.00010129091506875673,4.586562413558622e-05,9.568479202119062e-05,0.00011543342949456042,0.0,9.334579871943379e-07,2.4048728461696493e-07,-1.543855436578285e-06,2.704144246826797e-06,0.0
output_clip_01,5105.0,1603,28,2.2907557442453728e-05,1.1523970358724424e-05,2.1151701797256936e-05,2.6433417346578445e-05,0.0,2.3027836605451092e-05,1.129570990958796e-05,2.1904803681707663e-05,2.6017625412341332e-05,0.0,-1.202791629973643e-07,2.2826044913646378e-07,-7.531018844507267e-07,4.1579193423711255e-07,0.0
output_clip_01,5105.0,1635,28,3.1884348265852716e-05,1.927406779808853e-05,2.8954719791930043e-05,3.6537184352477626e-05,0.0,3.179103262834715e-05,1.8556714332811547e-05,2.937678107594042e-05,3.6050755116608614e-05,0.0,9.331563750556717e-08,7.173534652769825e-07,-4.2206128401037817e-07,4.864292358690113e-07,0.0
output_clip_01,5105.0,1926,36,0.00013014961004990524,6.130601679150577e-05,0.00012873782199452062,0.00014206673399541077,0.0,0.00013205921798603083,6.390849066408713e-05,0.00013319044216749692,0.0001422161905678658,0.0,-1.9096079361255924e-06,-2.6024738725813655e-06,-4.452620172976291e-06,-1.4945657245501553e-07,0.0
output_clip_01,5105.0,1962,37,1.7656411552999486e-05,1.5361874149338873e-05,1.936135723976827e-05,1.5826724589899997e-05,0.0,1.718203015200882e-05,1.4987224754575593e-05,1.8914314074877412e-05,1.5016721352095225e-05,0.0,4.743814009906672e-07,3.7464939476328003e-07,4.4704316489085886e-07,8.100032378047716e-07,0.0
output_clip_01,5105.0,2001,37,0.00010794998322036228,0.00012094829906186236,0.00010622971046742189,0.0001082540503535295,0.0,0.00010664615590663996,0.0001008255299670828,0.00010648190507397852,0.00010794066519661116,0.0,1.303827313722328e-06,2.0122769094779556e-05,-2.5219460655662856e-07,3.13385156918344e-07,0.0
output_clip_01,5105.0,2055,38,0.00023692610164729593,0.00023290869407438525,0.00023318322180172096,0.00024229677961014662,0.0,0.00023626461736123253,0.0002196290471484807,0.00023426673373495413,0.0002420196028179884,0.0,6.61484286063399e-07,1.3279646925904549e-05,-1.0835119332331669e-06,2.771767921582217e-07,0.0
output_clip_01,5105.0,2075,38,7.418290625866817e-05,5.637980173836274e-05,7.380801694744477e-05,7.776485209912755e-05,0.0,7.372223364972072e-05,5.278251965348989e-05,7.326974666011729e-05,7.706850927397037e-05,0.0,4.606726089474532e-07,3.597282084872848e-06,5.382702873274865e-07,6.963428251571867e-07,0.0
output_clip_01,5105.0,2242,41,5.008240742400504e-05,2.9830702172850166e-05,4.8649912142429535e-05,5.495758191077e-05,0.0,5.036038252908721e-05,3.021302484231015e-05,4.96507051937966e-05,5.41154770894833e-05,0.0,-2.779751050821668e-07,-3.82322669459986e-07,-1.000793051367066e-06,8.421048212866973e-07,0.0
output_clip_01,5105.0,2512,42,0.00011781815951017844,8.168208876954736e-05,0.00012050270781716342,0.00011652965099392974,0.0,0.00011789560504671513,8.822117031345276e-05,0.00012043853686877344,0.00011579194952803312,0.0,-7.74455365366931e-08,-6.539081543905403e-06,6.417094838998352e-08,7.37701465896616e-07,0.0
output_clip_01,5105.0,2543,43,4.7089449766960874e-05,3.599393394331998e-05,4.7750622717037734e-05,4.715690233043113e-05,0.0,4.6776780606209454e-05,3.744629603390922e-05,4.7379900878362856e-05,4.68636251199645e-05,0.0,3.126691607514202e-07,-1.4523620905892412e-06,3.7072183867487723e-07,2.9327721046662995e-07,0.0
