model,seed,company,mse_path,mse_1h,mse_6h,mse_24h,oob
NET,5105.0,41,5.009794611027044e-05,2.983105715890841e-05,4.865291177642108e-05,5.5000476800900745e-05,0.021118121275849982
NET,5105.0,42,0.00011798537886572439,8.16929374509684e-05,0.00012063661436193528,0.0001167340956538436,0.030883061689449702
NET,5105.0,43,4.7235748784638193e-05,3.6013983091132246e-05,4.7874864487380176e-05,4.7414281006461214e-05,0.156452637574483
ASYM,5101.0,2,0.00020285371912676816,0.00012673322556877895,0.00019643036921501199,0.00021944664484275654,0.0
ASYM,5101.0,3,4.135119511915901e-05,3.7030906982956495e-05,4.1116132675159634e-05,4.225140962950767e-05,0.0
ASYM,5101.0,4,1.0398095054814791e-05,8.370337840471708e-06,1.045888079279425e-05,1.0986494565610031e-05,0.0
ASYM,5101.0,7,0.001180177533766151,0.0007642037517871927,0.0012096816278977978,0.0012128807614780342,0.0
ASYM,5101.0,22,4.14774347675484e-05,3.4562720757065995e-05,4.2186775085544485e-05,3.983247842285654e-05,0.0
ASYM,5101.0,23,1.6953807835934284e-05,1.0034192536816229e-05,1.690218666572404e-05,1.803226627476628e-05,0.0
ASYM,5101.0,25,0.00046723451913261804,0.0003385029745505561,0.0004636755530854257,0.0004812712864702516,0.0
ASYM,5101.0,26,5.074604709574812e-05,2.7172333961598298e-05,4.917901853742239e-05,5.55027242175115e-05,0.0
ASYM,5101.0,27,0.00010155230648356793,4.614081845013279e-05,9.473112431847389e-05,0.00011580423638293084,0.0
ASYM,5101.0,28,2.746506829707377e-05,1.4938280061600984e-05,2.5576412077357765e-05,3.1091190070158246e-05,0.0
ASYM,5101.0,36,0.00013134143130620528,6.149552537746735e-05,0.00013305023427325394,0.00014184556652170418,0.0
ASYM,5101.0,37,6.189409426103535e-05,5.99637357820471e-05,6.247757055453511e-05,6.143545534578558e-05,0.0
ASYM,5101.0,38,0.0001553035522103801,0.0001397828729089248,0.00015370380048936296,0.00015944244428140673,0.0
ASYM,5101.0,41,4.991460879318489e-05,3.0271478506456462e-05,4.883559228804625e-05,5.4143002429329605e-05,0.0
